,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,2.666666666666667,1.2,0.5,0.475,0.58,0.7266666666666667,0.848
freehit,4.0,3.0,1.6,1.3,1.26,1.2466666666666666,1.616
bboost,0.0,0.0,0.05,0.05,0.02,0.15333333333333335,0.116
3xc,4.0,0.6,1.0,1.4500000000000002,1.6,1.913333333333333,2.496
