,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,2.666666666666667,2.6,3.45,2.5250000000000004,3.0,3.6733333333333333,3.56
freehit,66.66666666666666,66.60000000000001,60.35,52.075,45.96,36.5,27.072000000000003
bboost,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.008
3xc,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.068
