id,first_name,second_name,team,Top_100_in,Top_1K_in,Top_10K_in,Top_50K_in,Top_100K_in,Top_250K_in,Top_500K_in,Top_100_out,Top_1K_out,Top_10K_out,Top_50K_out,Top_100K_out,Top_250K_out,Top_500K_out
1,Bernd,Leno,1,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.03333333333333333,0.02
2,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.02
3,Willian,Borges Da Silva,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Pierre-Emerick,Aubameyang,1,0.0,0.2,0.75,0.8750000000000001,0.66,0.8,0.992,0.0,0.6,0.15,0.2,0.08,0.18,0.20400000000000001
5,Cédric,Soares,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Alexandre,Lacazette,1,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.1,0.0,0.0,0.0,0.016
7,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004
8,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Héctor,Bellerín,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Calum,Chambers,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
11,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Mohamed Naser,El Sayed Elneny,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.006666666666666667,0.0
13,Ainsley,Maitland-Niles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
14,Rob,Holding,1,0.0,0.0,0.0,0.025,0.02,0.006666666666666667,0.0,0.0,0.0,0.0,0.025,0.02,0.0,0.036000000000000004
15,Thomas,Partey,1,0.0,0.0,0.05,0.05,0.0,0.02666666666666667,0.04,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008
16,Kieran,Tierney,1,0.0,0.0,0.0,0.0,0.0,0.0,0.016,8.0,0.6,3.45,2.6,2.76,2.506666666666667,2.3560000000000003
17,Nicolas,Pépé,1,0.0,0.0,0.0,0.025,0.0,0.0,0.004,0.0,0.0,0.05,0.125,0.1,0.05333333333333334,0.132
18,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Edward,Nketiah,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Emile,Smith Rowe,1,1.3333333333333335,1.0,1.6500000000000001,2.075,2.92,2.893333333333333,4.184,0.0,0.2,0.1,0.35000000000000003,0.44,0.2533333333333333,0.4
22,Bukayo,Saka,1,2.666666666666667,0.0,0.1,0.0,0.12,0.15333333333333335,0.208,0.0,0.8,1.6500000000000001,1.975,2.5,1.9866666666666668,1.9959999999999998
23,Gabriel,Magalhães,1,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.032,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.04
24,Konstantinos,Mavropanos,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Mattéo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004
27,William,Saliba,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Ben,White,1,0.0,0.0,0.0,0.05,0.04,0.08,0.116,1.3333333333333335,1.2,2.3,2.45,2.44,2.7466666666666666,2.348
466,Nuno,Varela Tavares,1,0.0,0.0,0.0,0.0,0.02,0.013333333333333334,0.032,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004
478,Albert,Sambi Lokonga,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.004
