,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,2.6,2.45,3.375,4.42,4.233333333333333,5.024
freehit,8.0,1.0,0.75,0.7250000000000001,0.5,0.4866666666666667,0.5680000000000001
bboost,6.666666666666667,3.2,2.35,1.675,1.68,1.2266666666666668,1.0999999999999999
3xc,0.0,1.7999999999999998,1.0999999999999999,0.7250000000000001,0.5599999999999999,0.8333333333333334,0.712
