id,first_name,second_name,team
249,Abdoulaye,Doucouré,9
250,James,Garner,9
251,Jean-Philippe,Gbamin,9
252,Ben,Godfrey,9
253,Demarai,Gray,9
254,Idrissa,Gueye,9
257,Michael,Keane,9
259,Dwight,McNeil,9
260,Vitalii,Mykolenko,9
261,Amadou,Onana,9
262,Nathan,Patterson,9
263,Jordan,Pickford,9
264,Ellis,Simms,9
265,James,Tarkowski,9
266,João,Neves Virgínia,9
579,Andy,Lonergan,9
588,Ashley,Young,9
601,Arnaut,Danjuma Groeneveld,9
624,Lewis,Dobbin,9
645,Youssef,Ramalho Chermiti,9
649,Thomas,Cannon,9
650,Tyler,Onyango,9
661,Jack,Harrison,9
691,Norberto Bercique,Gomes Betuncal,9
719,Mackenzie,Hunt,9
760,Jenson,Metcalfe,9
761,Elijah,Campbell,9
841,Lewis,Warrington,9
193,Armando,Broja,10
256,Alex,Iwobi,10
267,Andreas,Hoelgebaum Pereira,10
268,Tom,Cairney,10
269,Ivan,Neves Abreu Cavaleiro,10
270,Bobby,De Cordova-Reid,10
271,Issa,Diop,10
272,Tyrese,Francois,10
273,Anthony,Knockaert,10
274,Terence,Kongolo,10
275,Bernd,Leno,10
276,Saša,Lukić,10
277,Kevin,Mbabu,10
278,Aleksandar,Mitrović,10
279,Rodrigo,Muniz Carvalho,10
280,João,Palhinha Gonçalves,10
281,Tim,Ream,10
282,Harrison,Reed,10
283,Antonee,Robinson,10
284,Marek,Rodák,10
285,Kenny,Tete,10
286,Tosin,Adarabioyo,10
287,Carlos Vinícius,Alves Morais,10
288,Harry,Wilson,10
558,Raúl,Jiménez,10
591,Willian,Borges da Silva,10
610,Calvin,Bassey,10
625,Luc,De Fougerolles,10
651,Jay,Stansfield,10
652,Matthew,Dibley-Dias,10
662,Adama,Traoré,10
683,Luke,Harris,10
688,Timothy,Castagne,10
692,Steven,Benda,10
707,Fodé,Ballo-Touré,10
732,Devan,Tanton,10
796,Kristian,Sekularac,10
810,Joshua,King,10
289,Adrián,San Miguel del Castillo,11
290,Trent,Alexander-Arnold,11
291,Alisson,Ramses Becker,11
292,Stefan,Bajcetic,11
293,Darwin,Núñez Ribeiro,11
294,Diogo,Teixeira da Silva,11
295,Harvey,Elliott,11
296,Fabio Henrique,Tavares,11
297,Cody,Gakpo,11
298,Joe,Gomez,11
299,Jordan,Henderson,11
300,Curtis,Jones,11
301,Caoimhin,Kelleher,11
302,Ibrahima,Konaté,11
303,Luis,Díaz,11
304,Alexis,Mac Allister,11
305,Joel,Matip,11
306,Nathaniel,Phillips,11
307,Andrew,Robertson,11
308,Mohamed,Salah,11
309,Dominik,Szoboszlai,11
310,Thiago,Alcántara do Nascimento,11
311,Konstantinos,Tsimikas,11
312,Sepp,van den Berg,11
313,Virgil,van Dijk,11
626,Jarell,Quansah,11
627,Bobby,Clark,11
628,Ben,Doak,11
629,James,McConnell,11
668,Wataru,Endo,11
708,Ryan,Gravenberch,11
726,Luke,Chambers,11
728,Callum,Scanlon,11
743,Treymaurice,Nyoni,11
756,Marcelo,de Araújo Pitaluga Filho,11
757,Conor,Bradley,11
782,Owen,Beck,11
783,Kaide,Gordon,11
812,Lewis,Koumas,11
813,Fabian,Mrozek,11
824,Jayden,Danns,11
837,Amara,Nallo,11
21,Albert,Sambi Lokonga,12
52,Marvelous,Nakamba,12
314,Elijah,Adebayo,12
315,Mads Juel,Andersen,12
316,Amari'i,Bell,12
317,Luke,Berry,12
318,Reece,Burke,12
319,Allan,Campbell,12
320,Jordan,Clark,12
321,Alfie,Doughty,12
322,Luke,Freeman,12
323,Matt,Macey,12
324,John,McAtee,12
325,Carlos,Mendes Gomes,12
326,Carlton,Morris,12
327,Admiral,Muskwe,12
328,Chiedozie,Ogbene,12
329,Fred,Onyedinma,12
330,Gabriel,Osho,12
331,Aribim,Pepple,12
332,Dion,Pereira,12
333,Dan,Potts,12
334,Glen,Rea,12
335,James,Shea,12
336,Joe,Taylor,12
337,Elliot,Thorpe,12
338,Jack,Walton,12
339,Louie,Watson,12
340,Cauley,Woodrow,12
393,Teden,Mengi,12
553,Ryan,Giles,12
575,Tom,Lockyer,12
582,Pelly Ruddock,Mpanzu,12
586,Tahith,Chong,12
602,Issa,Kaboré,12
614,Thomas,Kaminski,12
630,Ross,Barkley,12
631,Jacob,Brown,12
648,Aidan,Francis-Clarke,12
665,Tim,Krul,12
682,Joseph,Johnson,12
727,Andros,Townsend,12
729,Jayden,Luker,12
734,Zack,Nelson,12
798,Daiki,Hashioka,12
831,Axel,Piesold,12
839,Dominic,Dos Santos Martins,12
844,Christian,Chigozie,12
848,Taylan,Harris,12
341,Manuel,Akanji,13
342,Nathan,Aké,13
343,Julián,Álvarez,13
344,Bernardo,Veiga de Carvalho e Silva,13
345,Oscar,Bobb,13
346,João,Cancelo,13
347,Scott,Carson,13
348,Shea,Charles,13
349,Kevin,De Bruyne,13
350,Rúben,Gato Alves Dias,13
352,Ederson,Santana de Moraes,13
353,Phil,Foden,13
354,Jack,Grealish,13
355,Erling,Haaland,13
356,Mateo,Kovačić,13
357,Aymeric,Laporte,13
358,Rico,Lewis,13
359,Riyad,Mahrez,13
361,Stefan,Ortega Moreno,13
363,Máximo,Perrone,13
365,Rodrigo,Hernandez,13
366,Sergio,Gómez,13
367,Zack,Steffen,13
368,John,Stones,13
369,Kyle,Walker,13
566,Matheus Luiz,Nunes,13
616,Joško,Gvardiol,13
678,Jérémy,Doku,13
762,Mahamadou,Susoho,13
771,Micah,Hamilton,13
814,Jacob,Wright,13
209,Mason,Mount,14
370,Alex,Telles,14
371,Amad,Diallo,14
372,Antony Matheus,dos Santos,14
373,Bruno,Borges Fernandes,14
374,Brandon,Williams,14
375,Eric,Bailly,14
376,Carlos Henrique,Casimiro,14
377,Diogo,Dalot Teixeira,14
379,Christian,Eriksen,14
380,Álvaro,Fernández Carreras,14
381,Frederico,Rodrigues de Paula Santos,14
382,Alejandro,Garnacho,14
383,Hannibal,Mejbri,14
384,Tom,Heaton,14
386,Victor,Lindelöf,14
387,Harry,Maguire,14
388,Kobbie,Mainoo,14
389,Tyrell,Malacia,14
390,Anthony,Martial,14
391,Lisandro,Martínez,14
392,Scott,McTominay,14
394,Facundo,Pellistri Rebollo,14
395,Raphaël,Varane,14
396,Marcus,Rashford,14
397,Jadon,Sancho,14
398,Luke,Shaw,14
399,Shola,Shoretire,14
400,Donny,van de Beek,14
401,Aaron,Wan-Bissaka,14
597,André,Onana,14
617,Rasmus,Højlund,14
632,Omari,Forson,14
669,Radek,Vítek,14
685,Daniel,Gore,14
695,Altay,Bayindir,14
703,Jonny,Evans,14
709,Sofyan,Amrabat,14
748,Joe,Hugill,14
766,Willy,Kambwala,14
768,Rhys,Bennett,14
826,Toby,Collyer,14
833,Habeeb,Ogunneye,14
835,Dermot,Mee,14
846,Harry,Amass,14
850,Ethan,Wheatley,14
856,Louis,Jackson,14
204,Lewis,Hall,15
402,Miguel,Almirón Rejala,15
403,Elliot,Anderson,15
404,Harrison,Ashby,15
405,Sven,Botman,15
406,Bruno,Guimarães Rodriguez Moura,15
407,Dan,Burn,15
408,Karl,Darlow,15
409,Martin,Dubravka,15
410,Ryan,Fraser,15
411,Mark,Gillespie,15
412,Anthony,Gordon,15
413,Isaac,Hayden,15
414,Jeff,Hendrick,15
415,Alexander,Isak,15
416,Joelinton Cássio,Apolinário de Lira,15
417,Emil,Krafth,15
418,Garang,Kuol,15
419,Jamaal,Lascelles,15
420,Jamal,Lewis,15
421,Sean,Longstaff,15
422,Javier,Manquillo Gaitán,15
423,Jacob,Murphy,15
424,Nick,Pope,15
425,Matt,Ritchie,15
426,Allan,Saint-Maximin,15
427,Fabian,Schär,15
428,Matt,Targett,15
429,Sandro,Tonali,15
430,Kieran,Trippier,15
431,Kell,Watts,15
432,Joe,Willock,15
433,Callum,Wilson,15
580,Loris,Karius,15
581,Paul,Dummett,15
603,Harvey,Barnes,15
633,Tino,Livramento,15
634,Alex,Murphy,15
635,Lewis,Miley,15
738,Amadou,Diallo,15
739,Ben,Parkinson,15
745,Michael,Ndiweni,15
794,Joe,White,15
795,Travis,Hernes,15
23,Nuno,Varela Tavares,16
28,Matt,Turner,16
205,Callum,Hudson-Odoi,16
378,Anthony,Elanga,16
434,Brandon,Aguilera Zamora,16
435,Harry,Arter,16
436,Serge,Aurier,16
437,Taiwo,Awoniyi,16
438,Giulian,Biancone,16
439,Willy,Boly,16
440,Josh,Bowler,16
441,Steve,Cook,16
442,Danilo,dos Santos de Oliveira,16
443,Emmanuel,Dennis,16
444,Mohamed,Dräger,16
445,Felipe Augusto,de Almeida Monteiro,16
446,Remo,Freuler,16
447,Morgan,Gibbs-White,16
448,Wayne,Hennessey,16
449,Ethan,Horvath,16
451,Cheikhou,Kouyaté,16
452,Richie,Laryea,16
453,Orel,Mangala,16
454,Loïc,Mbe Soh,16
455,Scott,McKenna,16
456,Alex,Mighten,16
457,Moussa,Niakhaté,16
458,Lewis,O'Brien,16
459,Braian,Ojeda Rodríguez,16
460,Jonathan,Panzo,16
461,Omar,Richards,16
462,Gustavo Henrique,Furtado Scarpa,16
463,Jonjo,Shelvey,16
464,Sam,Surridge,16
465,Harry,Toffolo,16
466,Hwang,Ui-jo,16
467,Neco,Williams,16
468,Chris,Wood,16
469,Joe,Worrall,16
470,Ryan,Yates,16
604,Olu,Aina,16
636,George,Shelvey,16
637,Josh,Powell,16
679,Gonzalo,Montiel,16
696,Murillo,Santiago Costa dos Santos,16
710,Odysseas,Vlachodimos,16
711,Andrew,Omobamidele,16
712,Nicolás,Domínguez,16
713,Ibrahim,Sangaré,16
714,Divock,Origi,16
779,Jamie,McDonnell,16
780,Detlef Esapa,Osong,16
781,Joe,Gardner,16
801,Giovanni,Reyna,16
808,Matz,Sels,16
809,Rodrigo,Duarte Ribeiro,16
27,Auston,Trusty,17
33,Cameron,Archer,17
255,Mason,Holgate,17
360,James,McAtee,17
471,Anel,Ahmedhodžić,17
472,Jordan,Amissah,17
473,George,Baldock,17
474,Chris,Basham,17
476,Jayden,Bogle,17
477,Rhian,Brewster,17
478,Ismaila,Coulibaly,17
479,Adam,Davies,17
480,John,Egan,17
481,John,Fleck,17
482,Wes,Foderingham,17
483,Daniel,Jebbison,17
484,Max,Lowe,17
485,Oliver,McBurnie,17
486,Iliman,Ndiaye,17
487,Rhys,Norrington-Davies,17
488,Oliver,Norwood,17
489,Ben,Osborn,17
490,William,Osula,17
576,Jack,Robinson,17
587,Anis,Slimane,17
592,Yasser,Larouci,17
593,Bénie,Traoré,17
638,Vini,de Souza Costa,17
653,Femi,Seriki,17
654,Louie,Marsh,17
655,Andre,Brooks,17
656,Antwoine,Hackford,17
663,Gustavo,Hamer,17
666,Tom,Davies,17
693,Luke,Thomas,17
730,Ryan,Oné,17
731,Jili,Buyabu,17
759,Sydie,Peck,17
775,Ben,Brereton,17
790,Ivo,Grbic,17
822,Billy,Blacker,17
823,Oliver,Arblaster,17
827,Dovydas,Sasnauskas,17
828,Sam,Curtis,17
857,Owen,Hampson,17
450,Brennan,Johnson,18
491,Brandon,Austin,18
492,Rodrigo,Bentancur,18
493,Yves,Bissouma,18
494,Bryan,Gil Salvatierra,18
495,Ben,Davies,18
496,Eric,Dier,18
497,Emerson,Leite de Souza Junior,18
498,Fraser,Forster,18
499,Pierre-Emile,Højbjerg,18
500,Harry,Kane,18
501,Dejan,Kulusevski,18
502,Hugo,Lloris,18
503,Giovani,Lo Celso,18
504,James,Maddison,18
505,Tanguy,Ndombélé Alvaro,18
506,Pedro,Porro,18
507,Ivan,Perišić,18
509,Richarlison,de Andrade,18
510,Joe,Rodon,18
511,Cristian,Romero,18
512,Davinson,Sánchez,18
513,Pape Matar,Sarr,18
514,Ryan,Sessegnon,18
515,Oliver,Skipp,18
516,Son,Heung-min,18
517,Djed,Spence,18
518,Japhet,Tanganga,18
519,Destiny,Udogie,18
520,Guglielmo,Vicario,18
521,Alfie,Whiteman,18
583,Manor,Solomon,18
639,Micky,van de Ven,18
640,Dane,Scarlett,18
641,Alejo,Véliz,18
702,Ashley,Phillips,18
722,Jamie,Donley,18
740,Alfie,Dorrington,18
754,Yago,de Santiago Alonso,18
776,Timo,Werner,18
777,Radu,Dragusin,18
364,Kalvin,Phillips,19
522,Nayef,Aguerd,19
523,Michail,Antonio,19
524,Alphonse,Areola,19
525,Saïd,Benrahma,19
526,Jarrod,Bowen,19
527,Maxwel,Cornet,19
528,Vladimír,Coufal,19
529,Conor,Coventry,19
530,Aaron,Cresswell,19
531,Flynn,Downes,19
532,Emerson,Palmieri dos Santos,19
533,Lukasz,Fabianski,19
534,Pablo,Fornals Malla,19
535,Danny,Ings,19
536,Ben,Johnson,19
537,Thilo,Kehrer,19
538,Divin,Mubama,19
539,Lucas,Tolentino Coelho de Lima,19
541,Gianluca,Scamacca,19
542,Tomáš,Souček,19
543,Nikola,Vlašić,19
544,Kurt,Zouma,19
577,Angelo,Ogbonna,19
642,Edson,Álvarez Velázquez,19
647,Joseph,Anang,19
664,James,Ward-Prowse,19
676,Konstantinos,Mavropanos,19
689,Mohammed,Kudus,19
773,Lewis,Orford,19
774,Kaelan,Casey,19
784,Oliver,Scarles,19
785,Callum,Marshall,19
829,George,Earthy,19
351,Tommy,Doyle,20
545,Rayan,Aït-Nouri,20
546,Daniel,Bentley,20
547,Bendegúz,Bolla,20
548,Hugo,Bueno López,20
549,Francisco Jorge,Tomás Oliveira,20
550,Luke,Cundle,20
551,Craig,Dawson,20
552,Fábio,Silva,20
554,Gonçalo Manuel,Ganchinho Guedes,20
555,Joe,Hodge,20
556,Ki-Jana,Hoever,20
557,Hwang,Hee-chan,20
559,João Victor,Gomes da Silva,20
560,Jonathan,Castro Otto,20
561,Bruno,Cavaco Jordão,20
562,Sasa,Kalajdzic,20
563,Max,Kilman,20
564,Tom,King,20
565,Mario,Lemina,20
567,Pedro,Lomba Neto,20
568,Daniel,Castelo Podence,20
569,José,Malheiro de Sá,20
570,Pablo,Sarabia,20
571,Matija,Šarkić,20
572,Nélson,Cabral Semedo,20
573,Toti António,Gomes,20
574,Boubacar,Traoré,20
590,Matheus,Santos Carneiro Da Cunha,20
598,Matt,Doherty,20
697,Santiago,Bueno,20
698,Enso,González,20
704,Nathan,Fraser,20
715,Jean-Ricner,Bellegarde,20
749,Matthew,Whittingham,20
750,Tawanda,Chirewa,20
751,Justin,Hubner,20
769,Owen,Hesketh,20
770,Ty,Barnett,20
787,Harvey,Griffiths,20
788,Yerson,Mosquera,20
800,Noha,Lemina,20
832,Wesley,Okoduwa,20
836,Leon,Chiwome,20
840,Fletcher,Holman,20
853,Temple,Ojinnaka,20
