rank,prev_rank,name,league,off,def,spi
163,163.0,NEC,Dutch Eredivisie,1.48,1.24,51.39
164,167.0,Empoli,Italy Serie A,1.51,1.27,51.34
165,165.0,Millwall,English League Championship,1.3,1.06,51.28
166,170.0,Guimaraes,Portuguese Liga,1.26,1.03,51.28
167,166.0,Sparta,Dutch Eredivisie,1.43,1.2,51.25
168,155.0,Norwich City,English League Championship,1.48,1.25,51.11
169,173.0,Atlético Paranaense,Brasileiro Série A,1.32,1.11,50.65
170,235.0,Atlanta United FC,Major League Soccer,1.61,1.4,50.55
171,172.0,Vizela,Portuguese Liga,1.35,1.14,50.52
172,176.0,Lech Poznan,UEFA Europa Conference League,1.38,1.18,50.35
173,174.0,Guadalajara,Mexican Primera Division Torneo Clausura,1.34,1.14,50.34
174,156.0,AC Ajaccio,French Ligue 1,1.3,1.1,50.3
175,178.0,Rostov,Russian Premier Liga,1.56,1.36,50.28
176,169.0,Famalicao,Portuguese Liga,1.32,1.13,50.26
177,179.0,Santos,Brasileiro Série A,1.27,1.07,50.19
178,168.0,PAOK Salonika,Greek Super League,1.28,1.09,50.0
179,164.0,Swansea City,English League Championship,1.47,1.29,49.97
180,180.0,Rosenborg,Norwegian Tippeligaen,1.94,1.77,49.94
181,181.0,Botafogo,Brasileiro Série A,1.23,1.07,49.52
182,182.0,Maccabi Haifa,UEFA Champions League,1.69,1.54,49.35
183,294.0,Boca Juniors,Argentina Primera Division,1.3,1.14,49.31
184,183.0,FC Sheriff Tiraspol,UEFA Europa League,1.48,1.34,49.26
185,184.0,Hapoel Be'er,UEFA Europa Conference League,1.49,1.34,49.22
186,188.0,Luton Town,English League Championship,1.27,1.12,49.1
187,189.0,Montpellier,French Ligue 1,1.45,1.31,49.07
188,185.0,Gil Vicente,Portuguese Liga,1.42,1.29,48.78
189,191.0,FK Qarabag,UEFA Europa League,1.43,1.31,48.59
190,198.0,Auxerre,French Ligue 1,1.33,1.2,48.57
191,193.0,Angers,French Ligue 1,1.34,1.22,48.54
192,192.0,Sampdoria,Italy Serie A,1.37,1.25,48.37
193,205.0,RKC,Dutch Eredivisie,1.56,1.46,48.21
194,196.0,Bragantino,Brasileiro Série A,1.4,1.29,48.17
195,190.0,Rapid Vienna,Austrian T-Mobile Bundesliga,1.39,1.29,48.15
196,197.0,FC Nordsjaelland,Danish SAS-Ligaen,1.39,1.29,48.13
197,230.0,Velez Sarsfield,Argentina Primera Division,1.27,1.16,48.04
198,200.0,Heerenveen,Dutch Eredivisie,1.39,1.3,47.94
199,199.0,LASK Linz,Austrian T-Mobile Bundesliga,1.57,1.48,47.92
200,201.0,FC Krasnodar,Russian Premier Liga,1.47,1.39,47.74
201,187.0,Cremonese,Italy Serie A,1.43,1.35,47.57
202,186.0,Atlas,Mexican Primera Division Torneo Clausura,1.35,1.27,47.53
203,203.0,Go Ahead Eagles,Dutch Eredivisie,1.52,1.46,47.43
204,204.0,Troyes,French Ligue 1,1.5,1.44,47.43
205,194.0,Spezia,Italy Serie A,1.39,1.32,47.39
206,218.0,St Gallen,Swiss Raiffeisen Super League,1.71,1.65,47.37
207,202.0,Watford,English League Championship,1.27,1.2,47.06
208,208.0,FC Arouca,Portuguese Liga,1.22,1.16,46.99
209,210.0,FC Cincinnati,Major League Soccer,1.58,1.54,46.92
210,207.0,Sochi,Russian Premier Liga,1.41,1.37,46.68
211,239.0,Talleres de Córdoba,Argentina Primera Division,1.29,1.26,46.51
212,226.0,Frosinone,Italy Serie B,1.19,1.15,46.42
213,209.0,Rio Ave,Portuguese Liga,1.17,1.13,46.42
214,225.0,Hearts,Scottish Premiership,1.47,1.45,46.38
215,231.0,Metz,French Ligue 2,1.33,1.31,46.2
216,261.0,Austin FC,Major League Soccer,1.5,1.5,46.1
217,216.0,Chaves,Portuguese Liga,1.31,1.3,45.99
218,238.0,Fatih Karagümrük,Turkish Turkcell Super Lig,1.66,1.68,45.83
219,211.0,Stoke City,English League Championship,1.2,1.19,45.79
220,214.0,Silkeborg,Danish SAS-Ligaen,1.57,1.58,45.75
221,234.0,Bordeaux,French Ligue 2,1.23,1.23,45.74
222,215.0,Ceará,Brasileiro Série A,1.14,1.12,45.73
223,217.0,Los Angeles Galaxy,Major League Soccer,1.53,1.55,45.6
224,213.0,Levante,Spanish Segunda Division,1.2,1.19,45.58
225,206.0,Boavista,Portuguese Liga,1.26,1.26,45.57
226,222.0,Coventry City,English League Championship,1.18,1.18,45.52
227,233.0,Toluca,Mexican Primera Division Torneo Clausura,1.38,1.4,45.5
228,195.0,Argentinos Juniors,Argentina Primera Division,1.2,1.2,45.45
229,224.0,Hammarby,Swedish Allsvenskan,1.52,1.55,45.44
230,220.0,Portimonense,Portuguese Liga,1.28,1.29,45.43
231,219.0,KVC Westerlo,Belgian Jupiler League,1.49,1.52,45.4
232,221.0,Cercle Brugge,Belgian Jupiler League,1.34,1.35,45.33
233,223.0,Sunderland,English League Championship,1.27,1.29,45.32
234,244.0,León,Mexican Primera Division Torneo Clausura,1.31,1.33,45.19
235,227.0,Urawa Red Diamonds,Japanese J League,1.31,1.34,44.92
236,228.0,Terek Grozny,Russian Premier Liga,1.34,1.38,44.9
237,229.0,Apollon Limassol,UEFA Europa Conference League,1.21,1.24,44.74
238,302.0,Seattle Sounders FC,Major League Soccer,1.38,1.43,44.62
239,212.0,Huracán,Argentina Primera Division,1.2,1.24,44.52
240,263.0,San Lorenzo,Argentina Primera Division,1.15,1.18,44.46
241,246.0,Racing Club,Argentina Primera Division,1.27,1.32,44.45
242,232.0,Emmen,Dutch Eredivisie,1.29,1.35,44.37
243,248.0,Estoril Praia,Portuguese Liga,1.19,1.24,44.26
244,237.0,Casa Pia,Portuguese Liga,1.17,1.23,43.87
245,243.0,Panathinaikos,Greek Super League,1.02,1.06,43.84
246,242.0,AEK Larnaca,UEFA Europa League,1.17,1.24,43.81
247,375.0,Toronto FC,Major League Soccer,1.49,1.59,43.79
248,255.0,Hamburg SV,German 2. Bundesliga,1.52,1.63,43.73
249,249.0,Sochaux,French Ligue 2,1.21,1.29,43.64
250,260.0,Tigre,Argentina Primera Division,1.31,1.4,43.61
251,253.0,Mamelodi Sundowns,South African ABSA Premier League,1.16,1.24,43.56
252,295.0,Birmingham,English League Championship,1.25,1.35,43.38
253,247.0,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.31,1.41,43.34
254,236.0,Le Havre,French Ligue 2,1.0,1.07,43.33
255,290.0,FC Dallas,Major League Soccer,1.29,1.4,43.29
256,251.0,Viborg,Danish SAS-Ligaen,1.23,1.33,43.24
257,288.0,Orlando City SC,Major League Soccer,1.32,1.43,43.18
258,175.0,Montreal Impact,Major League Soccer,1.34,1.46,43.05
259,254.0,Puebla,Mexican Primera Division Torneo Clausura,1.28,1.4,42.96
260,240.0,Salernitana,Italy Serie A,1.42,1.55,42.95
261,258.0,Standard Liege,Belgian Jupiler League,1.3,1.42,42.94
262,256.0,Konyaspor,Turkish Turkcell Super Lig,1.23,1.35,42.85
263,259.0,Santa Clara,Portuguese Liga,1.09,1.2,42.71
264,265.0,Queens Park Rangers,English League Championship,1.13,1.25,42.59
265,274.0,Granada,Spanish Segunda Division,1.03,1.13,42.51
266,262.0,Atlético Goianiense,Brasileiro Série A,1.22,1.36,42.47
267,245.0,Basel,Swiss Raiffeisen Super League,1.25,1.4,42.4
268,264.0,Kayserispor,Turkish Turkcell Super Lig,1.4,1.57,42.26
269,267.0,BK Hacken,Swedish Allsvenskan,1.59,1.78,42.19
270,241.0,Nashville SC,Major League Soccer,1.3,1.45,42.18
271,268.0,Cuiaba,Brasileiro Série A,1.12,1.25,42.18
272,272.0,St. Truidense,Belgian Jupiler League,1.04,1.17,42.13
273,257.0,New York Red Bulls,Major League Soccer,1.2,1.35,42.12
274,276.0,FC Zurich,Swiss Raiffeisen Super League,1.31,1.47,42.06
275,269.0,Ludogorets,UEFA Europa League,1.32,1.49,42.04
276,266.0,Bristol City,English League Championship,1.24,1.4,41.98
277,252.0,Aris Salonika,Greek Super League,1.02,1.15,41.94
278,270.0,IF Elfsborg,Swedish Allsvenskan,1.38,1.57,41.89
279,280.0,Pumas Unam,Mexican Primera Division Torneo Clausura,1.22,1.38,41.83
280,271.0,Fortuna Sittard,Dutch Eredivisie,1.42,1.62,41.82
281,273.0,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.62,1.85,41.7
282,275.0,Atlético San Luis,Mexican Primera Division Torneo Clausura,1.2,1.37,41.54
283,325.0,Derby County,English League One,1.22,1.4,41.51
284,277.0,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.5,1.73,41.43
285,278.0,Sporting de Charleroi,Belgian Jupiler League,1.34,1.55,41.39
286,291.0,Hibernian,Scottish Premiership,1.25,1.45,41.29
287,279.0,Djurgardens IF,Swedish Allsvenskan,1.25,1.45,41.25
288,281.0,CFR 1907 Cluj,UEFA Europa Conference League,1.2,1.39,41.24
289,284.0,Sheffield Wednesday,English League One,1.12,1.3,41.2
290,300.0,Portland Timbers,Major League Soccer,1.42,1.66,41.01
291,285.0,Krylia Sovetov,Russian Premier Liga,1.13,1.33,40.8
292,319.0,Parma,Italy Serie B,1.13,1.33,40.71
293,299.0,Sivasspor,Turkish Turkcell Super Lig,1.26,1.48,40.68
294,282.0,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.25,1.48,40.6
295,289.0,Gazovik Orenburg,Russian Premier Liga,1.4,1.65,40.59
296,287.0,Columbus Crew,Major League Soccer,1.24,1.47,40.44
297,292.0,Sanfrecce Hiroshima,Japanese J League,1.31,1.56,40.44
298,303.0,SV Darmstadt 98,German 2. Bundesliga,1.28,1.52,40.33
299,283.0,Genoa,Italy Serie B,0.97,1.16,40.27
300,334.0,Estudiantes,Argentina Primera Division,1.21,1.44,40.24
301,296.0,Brondby,Danish SAS-Ligaen,1.31,1.57,40.2
302,286.0,Sporting Kansas City,Major League Soccer,1.22,1.46,40.19
303,333.0,FC Groningen,Dutch Eredivisie,1.35,1.63,40.02
304,314.0,Alavés,Spanish Segunda Division,0.97,1.18,39.96
305,301.0,FC Volendam,Dutch Eredivisie,1.36,1.65,39.77
306,304.0,Newell's Old Boys,Argentina Primera Division,1.03,1.25,39.68
307,322.0,New England Revolution,Major League Soccer,1.32,1.6,39.67
308,320.0,FC St. Pauli,German 2. Bundesliga,1.26,1.54,39.52
309,250.0,CA Independiente,Argentina Primera Division,1.08,1.32,39.46
310,311.0,Preston North End,English League Championship,1.12,1.38,39.45
311,312.0,Maritimo,Portuguese Liga,1.07,1.32,39.41
312,306.0,Valerenga,Norwegian Tippeligaen,1.39,1.7,39.38
313,313.0,Pacos Ferreira,Portuguese Liga,1.05,1.31,39.27
314,308.0,FC Tokyo,Japanese J League,1.23,1.52,39.24
315,309.0,Kashima Antlers,Japanese J League,1.19,1.47,39.23
316,316.0,Necaxa,Mexican Primera Division Torneo Clausura,1.1,1.36,39.18
317,307.0,Rosario Central,Argentina Primera Division,1.12,1.39,39.15
318,298.0,Alanyaspor,Turkish Turkcell Super Lig,1.45,1.79,39.14
319,315.0,Vissel Kobe,Japanese J League,1.09,1.36,39.12
320,317.0,Coritiba,Brasileiro Série A,1.14,1.41,39.08
321,377.0,San Jose Earthquakes,Major League Soccer,1.34,1.67,38.98
322,293.0,Cagliari,Italy Serie B,1.11,1.4,38.76
323,323.0,Omonia Nicosia,UEFA Europa League,1.25,1.57,38.72
324,352.0,SC Paderborn,German 2. Bundesliga,1.3,1.63,38.69
325,310.0,Charlotte FC,Major League Soccer,1.25,1.57,38.66
326,343.0,Bari,Italy Serie B,1.21,1.52,38.63
327,297.0,OH Leuven,Belgian Jupiler League,1.29,1.62,38.6
328,336.0,Antalyaspor,Turkish Turkcell Super Lig,1.25,1.58,38.49
329,329.0,Goiás,Brasileiro Série A,1.13,1.43,38.44
330,337.0,FC Luzern,Swiss Raiffeisen Super League,1.36,1.72,38.43
331,331.0,Tijuana,Mexican Primera Division Torneo Clausura,1.09,1.4,38.23
332,335.0,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.37,1.74,38.13
333,321.0,Kasimpasa,Turkish Turkcell Super Lig,1.37,1.74,38.12
334,328.0,Minnesota United FC,Major League Soccer,1.27,1.63,38.01
335,363.0,Lanus,Argentina Primera Division,1.11,1.44,37.99
336,339.0,Hull City,English League Championship,1.07,1.39,37.95
337,305.0,Pisa,Italy Serie B,1.05,1.37,37.92
338,330.0,Las Palmas,Spanish Segunda Division,0.89,1.17,37.84
339,347.0,St Etienne,French Ligue 2,1.29,1.66,37.81
340,340.0,Slovan Bratislava,UEFA Europa Conference League,1.09,1.43,37.78
341,341.0,Lillestrom,Norwegian Tippeligaen,1.2,1.56,37.75
342,361.0,Melbourne City,Australian A-League,1.35,1.74,37.74
343,326.0,Tenerife,Spanish Segunda Division,0.85,1.12,37.71
344,324.0,Eibar,Spanish Segunda Division,0.9,1.18,37.71
345,342.0,Odense BK,Danish SAS-Ligaen,1.2,1.56,37.61
346,384.0,Defensa y Justicia,Argentina Primera Division,1.1,1.45,37.53
347,345.0,Lokomotiv Moscow,Russian Premier Liga,1.19,1.56,37.48
348,346.0,Ural Sverdlovsk Oblast,Russian Premier Liga,1.05,1.39,37.41
349,348.0,Malmo FF,Swedish Allsvenskan,1.21,1.6,37.24
350,360.0,Livingston,Scottish Premiership,1.07,1.43,37.21
351,327.0,Chicago Fire,Major League Soccer,1.21,1.6,37.19
352,358.0,Reading,English League Championship,1.11,1.48,37.07
353,373.0,Caen,French Ligue 2,1.04,1.39,37.06
354,355.0,AGF Aarhus,Danish SAS-Ligaen,1.01,1.37,36.76
355,353.0,Blackburn,English League Championship,0.94,1.29,36.6
356,356.0,Cardiff City,English League Championship,0.9,1.24,36.52
357,344.0,FC Lugano,Swiss Raiffeisen Super League,1.27,1.72,36.36
358,357.0,Mazatlán FC,Mexican Primera Division Torneo Clausura,1.15,1.57,36.27
359,374.0,Vancouver Whitecaps,Major League Soccer,1.16,1.59,36.25
360,350.0,Ipswich Town,English League One,1.14,1.56,36.19
361,370.0,Real Zaragoza,Spanish Segunda Division,0.83,1.18,36.04
362,362.0,Randers FC,Danish SAS-Ligaen,1.19,1.64,35.99
363,368.0,FC Juárez,Mexican Primera Division Torneo Clausura,1.07,1.49,35.86
364,364.0,Avaí,Brasileiro Série A,1.06,1.49,35.76
365,332.0,Colorado Rapids,Major League Soccer,1.2,1.66,35.72
366,365.0,Austria Lustenau,Austrian T-Mobile Bundesliga,1.17,1.62,35.71
367,381.0,Colon Santa Fe,Argentina Primera Division,1.1,1.54,35.7
368,367.0,Nagoya Grampus Eight,Japanese J League,0.87,1.24,35.66
369,392.0,Real Oviedo,Spanish Segunda Division,0.81,1.16,35.61
370,354.0,Fortuna Düsseldorf,German 2. Bundesliga,1.18,1.64,35.61
371,351.0,Querétaro,Mexican Primera Division Torneo Clausura,1.04,1.47,35.59
372,382.0,Grasshoppers Zürich,Swiss Raiffeisen Super League,1.32,1.82,35.52
373,349.0,Amiens,French Ligue 2,0.94,1.34,35.5
374,369.0,AC Horsens,Danish SAS-Ligaen,1.13,1.58,35.49
375,338.0,Excelsior,Dutch Eredivisie,1.23,1.71,35.43
376,371.0,FK Nizhny Novgorod,Russian Premier Liga,1.01,1.44,35.35
377,380.0,Sporting Gijón,Spanish Segunda Division,0.84,1.23,35.19
378,376.0,Cerezo Osaka,Japanese J League,1.03,1.47,35.12
379,383.0,Sarpsborg,Norwegian Tippeligaen,1.39,1.95,34.72
380,378.0,Blackpool,English League Championship,1.08,1.56,34.71
381,386.0,Huddersfield Town,English League Championship,0.91,1.36,34.41
382,416.0,Banfield,Argentina Primera Division,0.97,1.44,34.26
383,372.0,Holstein Kiel,German 2. Bundesliga,1.25,1.8,34.22
384,393.0,Odd BK,Norwegian Tippeligaen,1.22,1.77,34.19
385,366.0,Inter Miami CF,Major League Soccer,1.17,1.71,34.04
386,422.0,Grenoble,French Ligue 2,0.78,1.2,34.04
387,414.0,F.B.C Unione Venezia,Italy Serie B,1.04,1.55,33.94
388,388.0,Leganes,Spanish Segunda Division,0.79,1.22,33.9
389,396.0,Karlsruher SC,German 2. Bundesliga,1.24,1.81,33.8
390,398.0,Ballkani,UEFA Europa Conference League,1.2,1.76,33.76
391,385.0,Platense,Argentina Primera Division,0.91,1.4,33.61
392,409.0,Wigan,English League Championship,0.97,1.48,33.6
393,407.0,Albacete,Spanish Segunda Division,0.93,1.43,33.57
