rank,prev_rank,name,league,off,def,spi
306,299.0,FC Juárez,Mexican Primera Division Torneo Clausura,1.1,1.35,39.67
307,286.0,Colorado Rapids,Major League Soccer,1.18,1.44,39.59
308,310.0,Toluca,Mexican Primera Division Torneo Clausura,1.25,1.53,39.5
309,337.0,Amiens,French Ligue 2,1.03,1.27,39.41
310,301.0,PEC Zwolle,Dutch Eredivisie,1.23,1.52,39.27
311,288.0,Randers FC,Danish SAS-Ligaen,1.14,1.41,39.11
312,325.0,Kayserispor,Turkish Turkcell Super Lig,1.3,1.62,39.04
313,313.0,Brescia,Italy Serie B,1.11,1.38,39.03
314,312.0,Beijing Guoan,Chinese Super League,1.33,1.64,39.02
315,,Goiás,Brasileiro Série A,1.16,1.46,38.63
316,317.0,Shanghai SIPG,Chinese Super League,1.25,1.57,38.6
317,328.0,Hammarby,Swedish Allsvenskan,1.4,1.75,38.59
318,308.0,KV Kortrijk,Belgian Jupiler League,1.16,1.48,38.39
319,322.0,FC Zorya Luhansk,UEFA Europa Conference League,1.1,1.41,38.34
320,323.0,Central Córdoba Santiago del Estero,Argentina Primera Division,1.05,1.35,38.26
321,307.0,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.2,1.53,38.2
322,287.0,Frosinone,Italy Serie B,1.12,1.43,38.16
323,320.0,Standard Liege,Belgian Jupiler League,1.13,1.45,38.12
324,316.0,SD Huesca,Spanish Segunda Division,1.04,1.34,38.03
325,314.0,Ural Sverdlovsk Oblast,Russian Premier Liga,0.82,1.07,38.03
326,348.0,Hatayspor,Turkish Turkcell Super Lig,1.36,1.73,38.02
327,390.0,Livingston,Scottish Premiership,1.11,1.44,37.83
328,364.0,Go Ahead Eagles,Dutch Eredivisie,1.3,1.68,37.63
329,327.0,Derby County,English League Championship,0.96,1.27,37.63
330,331.0,Fortuna Düsseldorf,German 2. Bundesliga,1.12,1.47,37.59
331,345.0,Odense BK,Danish SAS-Ligaen,1.17,1.53,37.56
332,365.0,IF Elfsborg,Swedish Allsvenskan,1.3,1.69,37.47
333,347.0,Querétaro,Mexican Primera Division Torneo Clausura,1.07,1.41,37.41
334,339.0,Tondela,Portuguese Liga,1.15,1.52,37.36
335,,Avaí,Brasileiro Série A,1.12,1.48,37.33
336,373.0,Hull City,English League Championship,0.98,1.3,37.32
337,341.0,DC United,Major League Soccer,1.25,1.63,37.31
338,378.0,Aris Salonika,Greek Super League,0.9,1.2,37.27
339,335.0,Rosario Central,Argentina Primera Division,1.23,1.61,37.25
340,336.0,Kairat Almaty,UEFA Europa Conference League,1.17,1.55,37.23
341,340.0,Racing Club,Argentina Primera Division,0.95,1.29,36.96
342,321.0,Hartberg,Austrian T-Mobile Bundesliga,1.24,1.64,36.87
343,358.0,Karlsruher SC,German 2. Bundesliga,1.31,1.74,36.85
344,354.0,Mazatlán FC,Mexican Primera Division Torneo Clausura,1.09,1.46,36.8
345,342.0,Hibernian,Scottish Premiership,0.87,1.2,36.79
346,369.0,FC St. Pauli,German 2. Bundesliga,1.37,1.82,36.66
347,346.0,Flora,UEFA Europa Conference League,1.34,1.78,36.57
348,330.0,Melbourne City,Australian A-League,1.37,1.83,36.48
349,352.0,Chicago Fire,Major League Soccer,1.22,1.65,36.38
350,344.0,Tenerife,Spanish Segunda Division,0.87,1.21,36.37
351,353.0,FC Sion,Swiss Raiffeisen Super League,1.24,1.68,36.36
352,361.0,Auxerre,French Ligue 2,1.02,1.41,36.17
353,326.0,Holstein Kiel,German 2. Bundesliga,1.23,1.68,36.17
354,333.0,Lillestrom,Norwegian Tippeligaen,1.21,1.65,36.1
355,343.0,Servette,Swiss Raiffeisen Super League,1.28,1.74,36.09
356,360.0,Newell's Old Boys,Argentina Primera Division,0.99,1.37,36.06
357,334.0,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.39,1.88,35.92
358,367.0,Godoy Cruz,Argentina Primera Division,1.07,1.49,35.85
359,368.0,Gimnasia La Plata,Argentina Primera Division,0.94,1.33,35.84
360,372.0,1. FC Heidenheim 1846,German 2. Bundesliga,1.15,1.59,35.84
361,355.0,Fortuna Sittard,Dutch Eredivisie,1.29,1.77,35.84
362,329.0,Aberdeen,Scottish Premiership,1.02,1.43,35.83
363,332.0,RKC,Dutch Eredivisie,1.21,1.67,35.82
364,391.0,Ross County,Scottish Premiership,1.3,1.78,35.8
365,401.0,Cittadella,Italy Serie B,0.87,1.25,35.67
366,362.0,Willem II,Dutch Eredivisie,1.14,1.58,35.65
367,376.0,Toronto FC,Major League Soccer,1.23,1.71,35.61
368,349.0,SC Paderborn,German 2. Bundesliga,1.32,1.82,35.58
369,402.0,Cerezo Osaka,Japanese J League,1.11,1.55,35.55
370,338.0,AIK,Swedish Allsvenskan,1.06,1.49,35.55
371,357.0,Montreal Impact,Major League Soccer,1.12,1.57,35.46
372,356.0,Rotherham United,English League One,0.92,1.32,35.39
373,375.0,Eibar,Spanish Segunda Division,0.95,1.37,35.35
374,381.0,SV Ried,Austrian T-Mobile Bundesliga,1.19,1.67,35.28
375,407.0,FC Lugano,Swiss Raiffeisen Super League,1.02,1.47,35.16
376,394.0,Hannover 96,German 2. Bundesliga,1.07,1.53,35.08
377,371.0,Las Palmas,Spanish Segunda Division,0.95,1.38,35.05
378,380.0,San Lorenzo,Argentina Primera Division,0.95,1.38,35.02
379,382.0,Barnsley,English League Championship,0.97,1.41,34.95
380,311.0,FC Tokyo,Japanese J League,1.02,1.49,34.78
381,359.0,Belenenses,Portuguese Liga,0.95,1.39,34.72
382,366.0,Dijon FCO,French Ligue 2,1.03,1.5,34.64
383,408.0,Fatih Karagümrük,Turkish Turkcell Super Lig,1.13,1.64,34.54
384,420.0,Djurgardens IF,Swedish Allsvenskan,1.11,1.6,34.51
385,404.0,Austin FC,Major League Soccer,1.2,1.72,34.44
386,363.0,San Jose Earthquakes,Major League Soccer,1.24,1.79,34.35
387,379.0,Bristol City,English League Championship,1.17,1.7,34.23
388,351.0,Vancouver Whitecaps,Major League Soccer,1.15,1.68,34.17
389,350.0,Grasshoppers Zürich,Swiss Raiffeisen Super League,1.19,1.74,34.08
390,384.0,FC Ufa,Russian Premier Liga,0.9,1.35,34.06
391,386.0,Colon Santa Fe,Argentina Primera Division,0.92,1.39,33.95
392,370.0,Sanfrecce Hiroshima,Japanese J League,0.94,1.43,33.81
393,383.0,Pisa,Italy Serie B,0.9,1.38,33.57
394,395.0,Jablonec,UEFA Europa Conference League,1.09,1.64,33.5
395,396.0,Platense,Argentina Primera Division,1.01,1.54,33.47
396,374.0,Nimes,French Ligue 2,1.08,1.62,33.43
397,398.0,Leganes,Spanish Segunda Division,0.84,1.31,33.3
398,400.0,NS Mura,UEFA Europa Conference League,1.09,1.66,33.24
399,426.0,Mamelodi Sundowns,South African ABSA Premier League,0.87,1.36,33.13
400,392.0,OFI Crete,Greek Super League,0.98,1.51,33.11
401,389.0,Hansa Rostock,German 2. Bundesliga,1.06,1.62,33.04
402,403.0,Dundee Utd,Scottish Premiership,0.83,1.33,32.92
403,412.0,Real Salt Lake,Major League Soccer,1.05,1.61,32.85
404,432.0,Giresunspor,Turkish Turkcell Super Lig,0.92,1.46,32.77
405,414.0,IFK Norrkoping,Swedish Allsvenskan,1.2,1.82,32.71
406,387.0,Perugia,Italy Serie B,0.86,1.38,32.67
407,388.0,Viborg,Danish SAS-Ligaen,1.13,1.74,32.67
408,413.0,Antalyaspor,Turkish Turkcell Super Lig,0.93,1.47,32.61
409,425.0,FK Nizhny Novgorod,Russian Premier Liga,0.95,1.51,32.47
410,397.0,Sochaux,French Ligue 2,0.86,1.38,32.45
411,377.0,Asteras Tripolis,Greek Super League,0.86,1.39,32.33
412,399.0,Reading,English League Championship,1.13,1.76,32.26
413,393.0,Goztepe,Turkish Turkcell Super Lig,1.15,1.78,32.22
414,415.0,Patronato,Argentina Primera Division,0.91,1.46,32.21
415,449.0,Sheffield Wednesday,English League One,1.07,1.68,32.11
416,423.0,Oxford United,English League One,1.27,1.95,32.1
417,422.0,Giannina,Greek Super League,0.83,1.37,32.05
418,405.0,IFK Goteborg,Swedish Allsvenskan,1.07,1.7,31.95
419,417.0,Ascoli,Italy Serie B,0.97,1.56,31.94
420,434.0,UD Ibiza,Spanish Segunda Division,0.96,1.55,31.84
421,409.0,Real Oviedo,Spanish Segunda Division,0.84,1.39,31.78
422,419.0,FC Nordsjaelland,Danish SAS-Ligaen,1.13,1.79,31.78
423,418.0,Jahn Regensburg,German 2. Bundesliga,1.16,1.82,31.75
424,436.0,Caen,French Ligue 2,0.95,1.55,31.69
425,424.0,Jiangsu Suning FC,Chinese Super League,1.06,1.7,31.67
426,406.0,Consadole Sapporo,Japanese J League,0.97,1.58,31.65
427,428.0,Real Zaragoza,Spanish Segunda Division,0.82,1.38,31.64
428,411.0,FC Arsenal Tula,Russian Premier Liga,1.01,1.64,31.59
429,443.0,Motherwell,Scottish Premiership,0.95,1.57,31.37
430,431.0,Sarmiento,Argentina Primera Division,0.87,1.46,31.24
431,429.0,Inter Miami CF,Major League Soccer,1.02,1.66,31.23
432,427.0,KV Oostende,Belgian Jupiler League,0.96,1.59,31.21
433,433.0,Shandong Luneng,Chinese Super League,1.17,1.87,31.13
434,497.0,San Antonio FC,United Soccer League,1.12,1.82,30.96
435,442.0,Eupen,Belgian Jupiler League,1.02,1.68,30.88
436,410.0,FC Khimki,Russian Premier Liga,0.93,1.57,30.86
437,430.0,Stromsgodset,Norwegian Tippeligaen,1.07,1.76,30.78
438,385.0,Avispa Fukuoka,Japanese J League,0.84,1.45,30.67
439,441.0,FC Cartagena,Spanish Segunda Division,0.96,1.63,30.49
440,464.0,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,0.91,1.56,30.35
441,447.0,AC Ajaccio,French Ligue 2,0.61,1.13,30.33
442,438.0,BK Hacken,Swedish Allsvenskan,1.1,1.83,30.32
443,450.0,Sporting Gijón,Spanish Segunda Division,0.84,1.48,30.05
444,421.0,St Mirren,Scottish Premiership,0.83,1.47,29.94
445,451.0,Guingamp,French Ligue 2,0.88,1.54,29.9
446,489.0,Kashiwa Reysol,Japanese J League,0.99,1.71,29.79
447,459.0,1. FC Nürnberg,German 2. Bundesliga,1.04,1.78,29.79
448,446.0,Ternana,Italy Serie B,1.03,1.76,29.74
449,460.0,Lugo,Spanish Segunda Division,0.86,1.53,29.67
450,455.0,Como,Italy Serie B,0.93,1.64,29.55
451,467.0,Milton Keynes Dons,English League One,0.89,1.58,29.53
452,444.0,Charlotte FC,Major League Soccer,0.92,1.63,29.5
453,439.0,SD Ponferradina,Spanish Segunda Division,0.89,1.59,29.45
454,461.0,SV Zulte Waregem,Belgian Jupiler League,1.2,2.02,29.39
455,,Aalesund,Norwegian Tippeligaen,0.98,1.73,29.19
456,448.0,Sydney FC,Australian A-League,1.05,1.82,29.15
457,458.0,HJK Helsinki,UEFA Europa Conference League,0.89,1.61,29.07
458,452.0,FC Luzern,Swiss Raiffeisen Super League,1.04,1.82,29.04
459,484.0,Gamba Osaka,Japanese J League,0.93,1.66,29.02
460,463.0,Maccabi Haifa,UEFA Europa Conference League,0.79,1.48,28.84
461,454.0,Houston Dynamo,Major League Soccer,0.94,1.7,28.75
462,499.0,Shimizu S-Pulse,Japanese J League,0.94,1.7,28.71
463,453.0,Pau,French Ligue 2,0.81,1.52,28.58
464,465.0,Burgos,Spanish Segunda Division,0.8,1.5,28.56
465,457.0,Volos NFC,Greek Super League,0.93,1.7,28.47
466,478.0,Ionikos FC,Greek Super League,0.81,1.54,28.41
467,437.0,Haugesund,Norwegian Tippeligaen,1.01,1.83,28.27
468,440.0,Sarpsborg,Norwegian Tippeligaen,0.96,1.76,28.24
469,466.0,Arizona United,United Soccer League,1.08,1.93,28.05
470,472.0,Le Havre,French Ligue 2,0.74,1.46,28.01
471,486.0,Altay,Turkish Turkcell Super Lig,0.88,1.66,27.94
472,471.0,Kaizer Chiefs,South African ABSA Premier League,0.74,1.45,27.8
473,468.0,Kristiansund BK,Norwegian Tippeligaen,1.05,1.93,27.51
474,476.0,Arsenal Sarandi,Argentina Primera Division,0.78,1.54,27.44
475,483.0,Mirandes,Spanish Segunda Division,0.88,1.69,27.4
476,479.0,Atlético Tucumán,Argentina Primera Division,0.87,1.69,27.11
477,462.0,Wigan,English League One,0.91,1.76,27.05
478,477.0,Odd BK,Norwegian Tippeligaen,1.08,2.01,26.87
479,473.0,Niort,French Ligue 2,0.75,1.53,26.83
480,507.0,Sunderland,English League One,1.02,1.93,26.78
481,481.0,Bastia,French Ligue 2,0.74,1.53,26.58
482,482.0,Panetolikos,Greek Super League,0.76,1.56,26.55
483,480.0,Ipswich Town,English League One,0.73,1.51,26.51
484,509.0,Reggina,Italy Serie B,0.75,1.56,26.43
485,416.0,Mjallby,Swedish Allsvenskan,0.82,1.66,26.37
486,474.0,St Johnstone,Scottish Premiership,0.69,1.47,26.32
487,496.0,Real Sociedad II,Spanish Segunda Division,0.72,1.52,26.26
488,475.0,Bolton,English League One,0.94,1.86,26.2
489,487.0,Amorebieta,Spanish Segunda Division,0.78,1.61,26.15
490,488.0,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.02,1.97,26.09
491,435.0,Sagan Tosu,Japanese J League,0.72,1.53,26.05
492,485.0,FC Ingolstadt 04,German 2. Bundesliga,0.87,1.76,25.91
493,493.0,Dynamo Dresden,German 2. Bundesliga,0.83,1.71,25.88
494,469.0,Spal,Italy Serie B,0.84,1.74,25.63
495,498.0,SV Sandhausen,German 2. Bundesliga,0.9,1.84,25.43
496,500.0,Caykur Rizespor,Turkish Turkcell Super Lig,0.91,1.85,25.41
497,513.0,Atromitos,Greek Super League,0.85,1.77,25.39
498,508.0,Portsmouth,English League One,0.84,1.76,25.22
499,505.0,Valenciennes,French Ligue 2,0.82,1.74,25.16
500,502.0,Yeni Malatyaspor,Turkish Turkcell Super Lig,0.81,1.73,25.04
501,491.0,FC Cincinnati,Major League Soccer,1.0,2.02,24.9
502,456.0,Tampa Bay Rowdies,United Soccer League,0.89,1.87,24.8
503,470.0,Dundee,Scottish Premiership,0.81,1.74,24.78
504,492.0,Kalmar FF,Swedish Allsvenskan,0.88,1.86,24.5
505,506.0,Aldosivi,Argentina Primera Division,0.79,1.75,24.39
506,517.0,Wycombe Wanderers,English League One,0.95,2.0,24.28
507,527.0,Vejle,Danish SAS-Ligaen,1.01,2.08,24.2
508,510.0,Crotone,Italy Serie B,0.87,1.88,24.06
509,503.0,Grenoble,French Ligue 2,0.65,1.55,23.97
510,,Kyoto Purple Sanga,Japanese J League,0.76,1.72,23.96
511,516.0,Adelaide United,Australian A-League,0.99,2.09,23.81
512,512.0,Fuenlabrada,Spanish Segunda Division,0.64,1.56,23.45
513,,Jubilo Iwata,Japanese J League,0.8,1.82,23.44
514,530.0,AD Alcorcon,Spanish Segunda Division,0.71,1.68,23.43
515,511.0,Tromso,Norwegian Tippeligaen,0.75,1.75,23.19
516,522.0,Tianjin Teda,Chinese Super League,0.84,1.91,23.09
517,520.0,Málaga,Spanish Segunda Division,0.65,1.6,23.06
518,534.0,Erzgebirge Aue,German 2. Bundesliga,0.95,2.08,23.05
519,524.0,Sonderjyske,Danish SAS-Ligaen,0.88,1.97,23.02
520,523.0,Rodez,French Ligue 2,0.59,1.51,22.99
521,575.0,Orange County SC,United Soccer League,0.83,1.9,22.89
522,561.0,San Diego Loyal SC,United Soccer League,0.88,1.98,22.88
523,495.0,Shonan Bellmare,Japanese J League,0.65,1.62,22.8
524,490.0,Louisville City FC,United Soccer League,0.84,1.92,22.8
525,514.0,Plymouth Argyle,English League One,0.84,1.93,22.8
526,504.0,Peterborough United,English League Championship,0.75,1.8,22.46
527,515.0,IK Sirius,Swedish Allsvenskan,0.92,2.08,22.42
528,519.0,Vicenza,Italy Serie B,0.74,1.81,22.28
529,525.0,Alessandria,Italy Serie B,0.73,1.79,22.25
530,501.0,Varbergs BoIS FC,Swedish Allsvenskan,0.74,1.81,22.08
531,532.0,Western Sydney FC,Australian A-League,0.93,2.13,21.9
532,518.0,Sandefjord,Norwegian Tippeligaen,0.8,1.93,21.8
533,521.0,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,0.69,1.77,21.62
534,535.0,Shanghai Greenland,Chinese Super League,0.9,2.12,21.53
535,529.0,Lausanne Sports,Swiss Raiffeisen Super League,0.86,2.05,21.47
536,536.0,RFC Seraing,Belgian Jupiler League,0.76,1.91,21.23
537,546.0,Melbourne Victory,Australian A-League,0.84,2.05,21.12
538,533.0,Orlando Pirates,South African ABSA Premier League,0.56,1.59,20.92
539,539.0,Henan Jianye,Chinese Super League,0.81,2.01,20.91
540,555.0,Dunkerque,French Ligue 2,0.55,1.58,20.89
541,540.0,Hebei China Fortune FC,Chinese Super League,0.85,2.08,20.88
542,589.0,Sacramento Republic FC,United Soccer League,0.75,1.92,20.74
543,,Hamarkamaratene,Norwegian Tippeligaen,0.7,1.84,20.72
544,542.0,SuperSport United,South African ABSA Premier League,0.59,1.66,20.64
545,559.0,Birmingham Legion FC,United Soccer League,0.75,1.96,20.26
546,556.0,Miami FC,United Soccer League,0.78,2.02,20.26
547,543.0,Perth Glory,Australian A-League,0.75,1.98,20.12
548,545.0,US Quevilly,French Ligue 2,0.62,1.75,19.96
549,583.0,New Mexico United,United Soccer League,0.77,2.02,19.93
550,552.0,Alashkert FC,UEFA Europa Conference League,0.55,1.65,19.93
551,553.0,Dalian Aerbin,Chinese Super League,0.86,2.17,19.9
552,554.0,Wuhan Zall,Chinese Super League,0.74,1.97,19.86
553,566.0,Western United,Australian A-League,0.75,1.99,19.84
554,551.0,El Paso Locomotive FC,United Soccer League,0.74,1.99,19.68
555,563.0,Newcastle Jets,Australian A-League,0.79,2.08,19.58
556,548.0,AS Nancy Lorraine,French Ligue 2,0.7,1.93,19.52
557,558.0,Brisbane Roar,Australian A-League,0.71,1.95,19.46
558,541.0,Forest Green Rovers,English League Two,0.72,1.98,19.3
559,550.0,Macarthur FC,Australian A-League,0.8,2.13,19.05
560,570.0,Degerfors IF,Swedish Allsvenskan,0.72,2.01,18.94
561,565.0,Wellington Phoenix,Australian A-League,0.81,2.18,18.81
562,538.0,Colorado Springs Switchbacks FC,United Soccer League,0.76,2.1,18.67
563,557.0,Charlton Athletic,English League One,0.65,1.91,18.66
564,567.0,Guangzhou RF,Chinese Super League,1.0,2.51,18.63
565,571.0,Cosenza,Italy Serie B,0.6,1.83,18.55
566,564.0,Lamia,Greek Super League,0.46,1.57,18.51
