rank,prev_rank,name,league,off,def,spi
393,391.0,San Lorenzo,Argentina Primera Division,0.88,1.36,33.54
394,413.0,SD Ponferradina,Spanish Segunda Division,0.91,1.41,33.45
395,398.0,OFI Crete,Greek Super League,0.92,1.42,33.41
396,399.0,Colon Santa Fe,Argentina Primera Division,0.91,1.41,33.35
397,370.0,FC Nordsjaelland,Danish SAS-Ligaen,1.23,1.83,33.32
398,373.0,Chapecoense AF,Brasileiro Série A,1.03,1.57,33.31
399,352.0,IFK Norrkoping,Swedish Allsvenskan,1.26,1.87,33.21
400,452.0,Asteras Tripolis,Greek Super League,0.9,1.41,33.19
401,438.0,Amiens,French Ligue 2,0.84,1.33,33.08
402,374.0,KV Oostende,Belgian Jupiler League,1.19,1.79,33.03
403,402.0,Inter Miami CF,Major League Soccer,1.1,1.68,32.92
404,418.0,Sochaux,French Ligue 2,0.79,1.27,32.81
405,406.0,NS Mura,UEFA Europa Conference League,1.07,1.65,32.79
406,393.0,Rotherham United,English League One,1.01,1.57,32.78
407,395.0,Viborg,Danish SAS-Ligaen,1.17,1.78,32.72
408,408.0,Sarmiento,Argentina Primera Division,0.91,1.44,32.69
409,417.0,Goztepe,Turkish Turkcell Super Lig,1.07,1.65,32.69
410,390.0,Sagan Tosu,Japanese J League,0.86,1.37,32.67
411,394.0,Patronato,Argentina Primera Division,0.97,1.53,32.55
412,474.0,Giresunspor,Turkish Turkcell Super Lig,0.85,1.37,32.53
413,439.0,Ternana,Italy Serie B,1.11,1.72,32.48
414,396.0,Kayserispor,Turkish Turkcell Super Lig,1.06,1.65,32.47
415,437.0,FC Sion,Swiss Raiffeisen Super League,1.16,1.79,32.46
416,423.0,Jahn Regensburg,German 2. Bundesliga,1.18,1.82,32.42
417,421.0,Como,Italy Serie B,1.07,1.67,32.38
418,411.0,Cittadella,Italy Serie B,0.87,1.4,32.37
419,416.0,Toronto FC,Major League Soccer,1.19,1.84,32.35
420,428.0,Mamelodi Sundowns,South African ABSA Premier League,0.81,1.32,32.28
421,441.0,Sarpsborg,Norwegian Tippeligaen,1.09,1.7,32.25
422,451.0,FC Arsenal Tula,Russian Premier Liga,1.06,1.66,32.2
423,412.0,Spal,Italy Serie B,0.98,1.56,32.12
424,400.0,Grasshoppers Zürich,Swiss Raiffeisen Super League,1.15,1.79,32.1
425,377.0,BK Hacken,Swedish Allsvenskan,1.22,1.88,32.08
426,407.0,AC Ajaccio,French Ligue 2,0.68,1.16,32.02
427,443.0,Consadole Sapporo,Japanese J League,1.0,1.6,32.0
428,459.0,IFK Goteborg,Swedish Allsvenskan,1.07,1.7,32.0
429,424.0,Real Zaragoza,Spanish Segunda Division,0.81,1.36,31.76
430,432.0,SD Huesca,Spanish Segunda Division,0.84,1.4,31.75
431,429.0,Kasimpasa,Turkish Turkcell Super Lig,0.98,1.59,31.71
432,427.0,Jiangsu Suning FC,Chinese Super League,1.06,1.7,31.67
433,404.0,Djurgardens IF,Swedish Allsvenskan,1.03,1.66,31.49
434,405.0,Haugesund,Norwegian Tippeligaen,1.19,1.88,31.48
435,442.0,Platense,Argentina Primera Division,0.94,1.54,31.46
436,456.0,RFC Seraing,Belgian Jupiler League,1.06,1.71,31.4
437,431.0,Austin FC,Major League Soccer,1.13,1.81,31.39
438,449.0,Le Havre,French Ligue 2,0.78,1.33,31.34
439,433.0,Houston Dynamo,Major League Soccer,1.07,1.73,31.31
440,453.0,Guingamp,French Ligue 2,1.0,1.64,31.24
441,397.0,Stromsgodset,Norwegian Tippeligaen,1.13,1.82,31.24
442,435.0,Shandong Luneng,Chinese Super League,1.17,1.87,31.13
443,410.0,Livingston,Scottish Premiership,0.93,1.56,31.03
444,434.0,Sheffield Wednesday,English League One,1.03,1.7,30.97
445,458.0,Ascoli,Italy Serie B,0.9,1.53,30.91
446,425.0,Grenoble,French Ligue 2,0.82,1.42,30.85
447,415.0,St Johnstone,Scottish Premiership,0.78,1.37,30.75
448,422.0,Hannover 96,German 2. Bundesliga,0.95,1.61,30.46
449,446.0,FK Nizhny Novgorod,Russian Premier Liga,0.96,1.64,30.2
450,448.0,Ross County,Scottish Premiership,1.11,1.85,30.15
451,426.0,St Mirren,Scottish Premiership,0.85,1.49,30.14
452,436.0,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.06,1.79,30.04
453,454.0,HJK Helsinki,UEFA Europa Conference League,0.91,1.58,30.01
454,450.0,Sporting Gijón,Spanish Segunda Division,0.75,1.36,29.82
455,444.0,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,0.91,1.6,29.7
456,445.0,FC Cartagena,Spanish Segunda Division,0.9,1.59,29.63
457,447.0,Oxford United,English League One,1.0,1.73,29.6
458,490.0,Dundee,Scottish Premiership,0.97,1.7,29.56
459,,Sydney FC,Australian A-League,0.97,1.7,29.48
460,455.0,Dynamo Dresden,German 2. Bundesliga,0.92,1.63,29.48
461,457.0,Mjallby,Swedish Allsvenskan,0.85,1.54,29.39
462,467.0,Peterborough United,English League Championship,0.89,1.6,29.3
463,462.0,Tampa Bay Rowdies,United Soccer League,0.99,1.74,29.21
464,464.0,Hansa Rostock,German 2. Bundesliga,0.96,1.71,29.2
465,475.0,Perugia,Italy Serie B,0.81,1.51,28.96
466,489.0,Milton Keynes Dons,English League One,1.06,1.86,28.87
467,465.0,Pau,French Ligue 2,0.85,1.56,28.83
468,468.0,Yeni Malatyaspor,Turkish Turkcell Super Lig,0.89,1.62,28.71
469,471.0,Altay,Turkish Turkcell Super Lig,0.93,1.68,28.68
470,477.0,Rodez,French Ligue 2,0.75,1.43,28.66
471,440.0,Lausanne Sports,Swiss Raiffeisen Super League,1.1,1.93,28.56
472,470.0,Arizona United,United Soccer League,1.14,1.99,28.52
473,472.0,Real Sociedad II,Spanish Segunda Division,0.79,1.49,28.44
474,479.0,Mirandes,Spanish Segunda Division,0.88,1.64,28.24
475,476.0,Maccabi Haifa,UEFA Europa Conference League,0.76,1.48,28.11
476,473.0,Kristiansund BK,Norwegian Tippeligaen,1.09,1.94,28.1
477,430.0,Reggina,Italy Serie B,0.8,1.54,27.95
478,484.0,Wigan,English League One,0.98,1.8,27.83
479,481.0,Sunderland,English League One,0.97,1.79,27.82
480,460.0,Atlético Tucumán,Argentina Primera Division,0.9,1.7,27.73
481,498.0,Varbergs BoIS FC,Swedish Allsvenskan,0.85,1.64,27.49
482,469.0,Kashiwa Reysol,Japanese J League,0.88,1.7,27.25
483,466.0,Málaga,Spanish Segunda Division,0.71,1.46,27.09
484,487.0,Lugo,Spanish Segunda Division,0.81,1.61,27.01
485,461.0,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,0.81,1.62,26.95
486,478.0,UD Ibiza,Spanish Segunda Division,0.72,1.49,26.84
487,483.0,Odd BK,Norwegian Tippeligaen,1.15,2.12,26.79
488,480.0,Gamba Osaka,Japanese J League,0.89,1.75,26.72
489,463.0,Arsenal Sarandi,Argentina Primera Division,0.78,1.58,26.71
490,493.0,Caykur Rizespor,Turkish Turkcell Super Lig,1.01,1.92,26.7
491,496.0,Volos NFC,Greek Super League,0.96,1.86,26.48
492,500.0,Kaizer Chiefs,South African ABSA Premier League,0.76,1.57,26.44
493,491.0,Caen,French Ligue 2,0.75,1.56,26.28
494,492.0,Louisville City FC,United Soccer League,0.91,1.8,26.21
495,485.0,Shonan Bellmare,Japanese J League,0.7,1.49,26.18
496,488.0,Kalmar FF,Swedish Allsvenskan,0.87,1.75,26.15
497,494.0,Ipswich Town,English League One,0.91,1.81,26.06
498,482.0,Crotone,Italy Serie B,0.84,1.72,25.81
499,495.0,San Antonio FC,United Soccer League,0.96,1.91,25.66
500,499.0,Amorebieta,Spanish Segunda Division,0.76,1.65,25.04
501,486.0,Erzgebirge Aue,German 2. Bundesliga,0.9,1.86,25.03
502,504.0,Wycombe Wanderers,English League One,0.87,1.82,25.01
503,,Perth Glory,Australian A-League,0.97,1.98,24.89
504,522.0,Burgos,Spanish Segunda Division,0.71,1.58,24.87
505,502.0,SV Sandhausen,German 2. Bundesliga,1.0,2.03,24.8
506,501.0,Tromso,Norwegian Tippeligaen,0.8,1.73,24.72
507,503.0,Lamia,Greek Super League,0.6,1.42,24.6
508,512.0,Shimizu S-Pulse,Japanese J League,0.81,1.77,24.57
509,507.0,Fuenlabrada,Spanish Segunda Division,0.63,1.48,24.48
510,505.0,Ionikos FC,Greek Super League,0.72,1.64,24.2
511,515.0,Vejle,Danish SAS-Ligaen,0.97,2.03,24.13
512,,Western Sydney FC,Australian A-League,1.03,2.13,24.07
513,510.0,FC Cincinnati,Major League Soccer,1.0,2.09,23.93
514,506.0,FC Ingolstadt 04,German 2. Bundesliga,0.82,1.81,23.93
515,508.0,Aldosivi,Argentina Primera Division,0.75,1.71,23.89
516,497.0,Atromitos,Greek Super League,0.83,1.84,23.82
517,529.0,Sandefjord,Norwegian Tippeligaen,0.86,1.91,23.6
518,509.0,SK Brann,Norwegian Tippeligaen,0.92,2.0,23.44
519,513.0,AD Alcorcon,Spanish Segunda Division,0.69,1.65,23.34
520,518.0,SuperSport United,South African ABSA Premier League,0.68,1.64,23.27
521,520.0,Niort,French Ligue 2,0.72,1.71,23.13
522,537.0,IK Sirius,Swedish Allsvenskan,0.96,2.09,23.13
523,521.0,Tianjin Teda,Chinese Super League,0.84,1.91,23.09
524,527.0,Portsmouth,English League One,0.75,1.77,22.92
525,525.0,Sonderjyske,Danish SAS-Ligaen,0.86,1.95,22.91
526,511.0,Panetolikos,Greek Super League,0.75,1.78,22.9
527,,Wellington Phoenix,Australian A-League,0.87,1.96,22.88
528,523.0,Valenciennes,French Ligue 2,0.75,1.78,22.85
529,516.0,Bastia,French Ligue 2,0.63,1.58,22.81
530,517.0,AS Nancy Lorraine,French Ligue 2,0.76,1.8,22.67
531,514.0,Charlton Athletic,English League One,0.78,1.85,22.57
532,526.0,Charlotte Independence,United Soccer League,0.83,1.94,22.49
533,519.0,Orlando Pirates,South African ABSA Premier League,0.6,1.57,22.39
534,554.0,Pordenone Calcio,Italy Serie B,0.73,1.8,22.13
535,531.0,Pittsburgh Riverhounds,United Soccer League,0.71,1.76,22.12
536,539.0,Tokushima Vortis,Japanese J League,0.68,1.73,22.01
537,532.0,Stabaek,Norwegian Tippeligaen,0.86,2.02,21.97
538,,Adelaide United,Australian A-League,0.89,2.08,21.75
539,536.0,Vicenza,Italy Serie B,0.75,1.86,21.7
540,530.0,Alessandria,Italy Serie B,0.73,1.82,21.68
541,547.0,Oita Trinita,Japanese J League,0.6,1.62,21.58
542,535.0,Shanghai Greenland,Chinese Super League,0.9,2.12,21.53
543,543.0,US Quevilly,French Ligue 2,0.68,1.76,21.51
544,533.0,Apollon Smyrni,Greek Super League,0.68,1.75,21.45
545,538.0,Colorado Springs Switchbacks FC,United Soccer League,0.87,2.09,21.23
546,528.0,Mjondalen,Norwegian Tippeligaen,0.78,1.94,21.18
547,546.0,Vegalta Sendai,Japanese J League,0.73,1.87,21.09
548,541.0,Henan Jianye,Chinese Super League,0.81,2.01,20.91
549,542.0,Hebei China Fortune FC,Chinese Super League,0.85,2.08,20.88
550,524.0,Dunkerque,French Ligue 2,0.58,1.64,20.82
551,540.0,Plymouth Argyle,English League One,0.78,1.98,20.61
552,548.0,Rio Grande Valley FC Toros,United Soccer League,0.7,1.9,20.07
553,534.0,Cosenza,Italy Serie B,0.65,1.81,20.03
554,550.0,El Paso Locomotive FC,United Soccer League,0.73,1.94,20.0
555,552.0,Fleetwood Town,English League One,0.83,2.11,19.94
556,551.0,Dalian Aerbin,Chinese Super League,0.86,2.17,19.9
557,549.0,Bolton,English League One,0.75,1.99,19.88
558,553.0,Wuhan Zall,Chinese Super League,0.74,1.97,19.86
559,,Melbourne Victory,Australian A-League,0.89,2.22,19.79
560,555.0,Miami FC,United Soccer League,0.76,2.02,19.76
561,556.0,Alashkert FC,UEFA Europa Conference League,0.55,1.65,19.64
562,557.0,Birmingham Legion FC,United Soccer League,0.68,1.91,19.45
563,544.0,Lincoln City,English League One,0.64,1.83,19.43
564,558.0,San Diego Loyal SC,United Soccer League,0.77,2.06,19.34
565,545.0,Yokohama FC,Japanese J League,0.76,2.06,19.22
566,,Macarthur FC,Australian A-League,0.69,1.97,18.9
567,559.0,Guangzhou RF,Chinese Super League,1.0,2.51,18.63
568,560.0,Burton Albion,English League One,0.62,1.86,18.54
569,,Brisbane Roar,Australian A-League,0.66,1.96,18.26
570,569.0,Degerfors IF,Swedish Allsvenskan,0.73,2.11,18.05
571,561.0,Chongqing Lifan,Chinese Super League,0.65,2.0,17.48
572,567.0,Orange County SC,United Soccer League,0.61,1.94,17.45
573,562.0,Tianjin Quanujian,Chinese Super League,0.72,2.17,17.13
574,563.0,Bloem Celtic,South African ABSA Premier League,0.6,1.95,17.0
575,564.0,Shenzhen FC,Chinese Super League,0.75,2.25,16.73
576,566.0,New Mexico United,United Soccer League,0.64,2.08,16.42
577,,Newcastle Jets,Australian A-League,0.63,2.08,16.32
578,,Central Coast Mariners,Australian A-League,0.65,2.12,16.26
579,565.0,Halmstads BK,Swedish Allsvenskan,0.39,1.61,16.18
580,572.0,Forest Green Rovers,English League Two,0.6,2.03,16.14
581,574.0,Cheltenham Town,English League One,0.64,2.13,15.86
582,570.0,Memphis 901 FC,United Soccer League,0.7,2.26,15.7
583,573.0,AFC Wimbledon,English League One,0.65,2.17,15.65
584,571.0,Sacramento Republic FC,United Soccer League,0.52,1.93,15.54
585,575.0,LA Galaxy II,United Soccer League,0.74,2.37,15.28
586,581.0,Golden Arrows,South African ABSA Premier League,0.48,1.89,15.11
587,,Western United,Australian A-League,0.64,2.21,15.11
588,576.0,Shrewsbury Town,English League One,0.48,1.9,15.1
589,578.0,Black Aces,South African ABSA Premier League,0.46,1.9,14.57
590,568.0,Morecambe,English League One,0.69,2.37,14.29
591,583.0,Tulsa Roughnecks,United Soccer League,0.59,2.21,14.05
592,579.0,Exeter City,English League Two,0.58,2.18,14.05
593,577.0,Leyton Orient,English League Two,0.51,2.07,13.91
594,585.0,Lincoln Red Imps,UEFA Europa Conference League,0.58,2.22,13.71
595,587.0,Northampton Town,English League Two,0.45,1.97,13.63
596,582.0,Swindon Town,English League Two,0.52,2.12,13.63
597,591.0,Salford City,English League Two,0.4,1.86,13.55
598,592.0,Accrington Stanley,English League One,0.64,2.35,13.51
599,586.0,Cambridge United,English League One,0.59,2.26,13.5
600,588.0,Stellenbosch FC,South African ABSA Premier League,0.38,1.84,13.44
601,580.0,Gillingham,English League One,0.42,1.93,13.4
602,593.0,Port Vale,English League Two,0.52,2.14,13.24
603,584.0,Sekhukhune United,South African ABSA Premier League,0.36,1.81,13.23
604,589.0,Maritzburg Utd,South African ABSA Premier League,0.23,1.52,13.17
605,590.0,Hartford Athletic,United Soccer League,0.56,2.25,13.07
606,595.0,AmaZulu,South African ABSA Premier League,0.28,1.66,12.96
607,594.0,Orebro SK,Swedish Allsvenskan,0.5,2.16,12.65
608,597.0,Austin Bold FC,United Soccer League,0.45,2.13,12.16
609,598.0,Newport County,English League Two,0.44,2.11,12.03
610,599.0,Guizhou Renhe,Chinese Super League,0.51,2.26,11.96
611,596.0,Bristol Rovers,English League Two,0.49,2.28,11.4
612,600.0,Oakland Roots,United Soccer League,0.38,2.05,11.39
613,602.0,Atlanta United 2,United Soccer League,0.58,2.5,11.19
614,603.0,Chippa United,South African ABSA Premier League,0.2,1.66,10.99
615,605.0,Harrogate Town,English League Two,0.48,2.35,10.82
616,604.0,Tacoma Defiance,United Soccer League,0.42,2.2,10.75
617,606.0,Crewe Alexandra,English League One,0.43,2.24,10.71
618,607.0,Sutton United,English League Two,0.41,2.22,10.61
619,608.0,Rochdale,English League Two,0.4,2.2,10.46
620,611.0,Mansfield Town,English League Two,0.38,2.18,10.32
621,609.0,Charleston Battery,United Soccer League,0.51,2.48,10.13
622,601.0,Östersunds FK,Swedish Allsvenskan,0.45,2.39,9.95
623,612.0,New York Red Bulls II,United Soccer League,0.58,2.69,9.83
624,610.0,Baroka FC,South African ABSA Premier League,0.2,1.79,9.8
625,613.0,Indy Eleven,United Soccer League,0.35,2.18,9.78
626,620.0,Tshakhuma Tsha Madzivhandila,South African ABSA Premier League,0.25,1.95,9.53
627,614.0,TS Galaxy,South African ABSA Premier League,0.3,2.09,9.38
628,615.0,Moroka Swallows,South African ABSA Premier League,0.2,1.88,9.08
629,617.0,Colchester United,English League Two,0.28,2.11,8.97
630,618.0,Tranmere Rovers,English League Two,0.2,1.93,8.82
631,616.0,Doncaster Rovers,English League One,0.31,2.23,8.7
632,619.0,Las Vegas Lights FC,United Soccer League,0.53,2.75,8.63
633,621.0,Bradford City,English League Two,0.29,2.22,8.28
634,622.0,Oklahoma City Energy FC,United Soccer League,0.23,2.09,8.21
635,624.0,Swope Park Rangers,United Soccer League,0.29,2.35,7.52
636,623.0,Walsall,English League Two,0.2,2.12,7.39
637,626.0,Crawley Town,English League Two,0.27,2.44,6.68
638,625.0,Oldham Athletic,English League Two,0.31,2.56,6.66
639,627.0,Loudoun United FC,United Soccer League,0.45,2.91,6.64
640,628.0,Barrow,English League Two,0.2,2.25,6.61
641,629.0,Real Monarchs SLC,United Soccer League,0.26,2.47,6.36
642,631.0,Carlisle United,English League Two,0.2,2.36,6.02
643,630.0,Stevenage,English League Two,0.2,2.37,5.96
644,632.0,Hartlepool,English League Two,0.2,2.63,4.77
645,633.0,Scunthorpe,English League Two,0.2,2.68,4.57
