,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,1.3333333333333335,2.1999999999999997,2.9499999999999997,3.325,3.5999999999999996,3.4066666666666667,3.308
freehit,0.0,0.0,0.15,0.1,0.3,0.2533333333333333,0.3
bboost,1.3333333333333335,7.199999999999999,5.3,3.45,2.68,2.2333333333333334,2.1
3xc,0.0,1.7999999999999998,1.4500000000000002,0.65,0.8200000000000001,1.0333333333333332,1.036
