,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,2.1999999999999997,2.55,2.325,2.6,2.3066666666666666,1.872
freehit,6.666666666666667,0.8,0.8500000000000001,1.2,1.5,1.4866666666666668,1.936
bboost,0.0,0.0,0.0,0.05,0.12,0.07333333333333333,0.168
3xc,0.0,0.0,0.15,0.22499999999999998,0.16,0.19333333333333333,0.304
