,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,2.666666666666667,1.4000000000000001,2.45,3.2750000000000004,4.760000000000001,4.62,4.38
freehit,0.0,0.0,0.0,0.075,0.1,0.13333333333333333,0.092
bboost,0.0,0.0,0.0,0.05,0.2,0.32,0.5559999999999999
3xc,0.0,0.0,0.0,0.05,0.04,0.17333333333333334,0.27999999999999997
