id,first_name,second_name,team,Top_100_in,Top_1K_in,Top_10K_in,Top_50K_in,Top_100K_in,Top_250K_in,Top_500K_in,Top_100_out,Top_1K_out,Top_10K_out,Top_50K_out,Top_100K_out,Top_250K_out,Top_500K_out
1,Bernd,Leno,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05333333333333334,0.11199999999999999
2,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.02666666666666667,0.048
3,Willian,Borges Da Silva,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Pierre-Emerick,Aubameyang,1,0.0,0.0,0.0,0.0,0.02,0.02,0.06,2.666666666666667,0.0,0.4,0.3,0.2,0.33333333333333337,0.45599999999999996
5,Cédric,Soares,1,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.075,0.02,0.0,0.016
6,Alexandre,Lacazette,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.02,0.013333333333333334,0.008
7,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Héctor,Bellerín,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0
10,Calum,Chambers,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.036000000000000004
11,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Mohamed Naser,El Sayed Elneny,1,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.02
13,Ainsley,Maitland-Niles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
14,Rob,Holding,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.04,0.006666666666666667,0.036000000000000004
15,Thomas,Partey,1,0.0,0.0,0.0,0.05,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.02,0.0,0.004
16,Kieran,Tierney,1,0.0,0.0,0.15,0.42500000000000004,0.27999999999999997,0.33999999999999997,0.344,1.3333333333333335,0.6,0.65,0.42500000000000004,0.5599999999999999,0.3466666666666667,0.484
17,Nicolas,Pépé,1,0.0,0.2,0.0,0.0,0.04,0.04666666666666667,0.032,0.0,0.4,0.05,0.1,0.2,0.06666666666666667,0.096
18,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.012
20,Edward,Nketiah,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Emile,Smith Rowe,1,0.0,0.0,0.1,0.025,0.06,0.12,0.104,0.0,0.2,0.35000000000000003,0.65,0.52,0.45333333333333337,0.5680000000000001
22,Bukayo,Saka,1,0.0,0.0,0.05,0.075,0.2,0.14666666666666667,0.132,0.0,0.2,0.2,0.42500000000000004,0.42,0.42,0.45199999999999996
23,Gabriel,Magalhães,1,0.0,0.0,0.0,0.025,0.0,0.02666666666666667,0.012,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0
24,Konstantinos,Mavropanos,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Mattéo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008
27,William,Saliba,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Ben,White,1,1.3333333333333335,0.6,0.3,0.6,0.6,0.7933333333333334,0.9039999999999999,6.666666666666667,0.6,0.4,0.9249999999999999,0.6799999999999999,0.8,0.732
466,Nuno,Varela Tavares,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Albert,Sambi Lokonga,1,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.012
530,Folarin,Balogun,1,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.036000000000000004
531,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,Karl,Hein,1,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.05,0.0,0.0,0.006666666666666667,0.016
558,Martin,Ødegaard,1,0.0,0.6,0.3,0.4,0.33999999999999997,0.74,0.792,1.3333333333333335,1.0,0.2,0.27499999999999997,0.16,0.2533333333333333,0.192
559,Aaron,Ramsdale,1,0.0,1.6,1.0,1.15,0.98,1.0333333333333332,0.9440000000000001,1.3333333333333335,0.4,0.1,0.17500000000000002,0.08,0.16,0.07200000000000001
572,Arthur,Okonkwo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.008
590,Takehiro,Tomiyasu,1,0.0,0.6,0.2,0.22499999999999998,0.24,0.48,0.508,0.0,0.4,0.0,0.05,0.0,0.11333333333333334,0.104
28,Jed,Steer,2,0.0,0.0,0.0,0.025,0.08,0.06,0.084,0.0,0.0,0.2,0.15,0.18,0.19333333333333333,0.14400000000000002
29,Conor,Hourihane,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Emiliano,Martínez,2,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.3333333333333335,0.0,0.0,0.15,0.12,0.2,0.424
31,Björn,Engels,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
