,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,2.666666666666667,7.3999999999999995,6.550000000000001,5.7,5.1,5.293333333333333,4.92
freehit,2.666666666666667,1.2,1.5,1.55,1.02,1.1866666666666665,1.124
bboost,0.0,0.6,0.3,0.65,0.52,0.5466666666666666,0.58
3xc,0.0,0.2,0.15,0.25,0.1,0.10666666666666667,0.20400000000000001
