,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.0,0.05,0.22499999999999998,0.74,1.3599999999999999,1.992
freehit,17.333333333333336,13.600000000000001,15.950000000000001,20.175,23.5,28.073333333333334,29.483999999999998
bboost,0.0,0.0,0.0,0.0,0.0,0.0,0.012
3xc,0.0,0.0,0.0,0.0,0.0,0.02,0.036000000000000004
