,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.2,0.35000000000000003,0.975,1.7999999999999998,1.92,2.268
freehit,0.0,0.4,0.0,0.3,0.18,0.23333333333333336,0.35200000000000004
bboost,0.0,0.0,0.35000000000000003,0.375,0.2,0.33999999999999997,0.38
3xc,0.0,0.2,0.0,0.025,0.16,0.15333333333333335,0.208
