,rank,prev_rank,name,league,off,def,spi
373,374,441.0,Cremonese,Italy Serie B,1.05,1.54,34.39
374,375,372.0,OH Leuven,Belgian Jupiler League,1.19,1.72,34.38
375,376,391.0,KV Kortrijk,Belgian Jupiler League,1.14,1.66,34.36
376,377,400.0,FC St. Pauli,German 2. Bundesliga,1.16,1.69,34.35
377,378,283.0,Arsenal Sarandi,Argentina Primera Division,1.06,1.56,34.29
378,379,377.0,St. Truidense,Belgian Jupiler League,1.1,1.62,34.22
379,380,434.0,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,1.12,1.64,34.15
380,381,413.0,San Jose Earthquakes,Major League Soccer,1.17,1.71,34.15
381,382,,FK Nizhny Novgorod,Russian Premier Liga,1.03,1.52,34.13
382,383,397.0,Karlsruher SC,German 2. Bundesliga,1.08,1.6,34.05
383,384,304.0,BK Hacken,Swedish Allsvenskan,1.13,1.66,33.98
384,385,351.0,AIK,Swedish Allsvenskan,0.99,1.48,33.87
385,386,306.0,Gimnasia La Plata,Argentina Primera Division,0.87,1.34,33.81
386,387,436.0,Haugesund,Norwegian Tippeligaen,1.21,1.78,33.8
387,388,365.0,Peterborough United,English League Championship,1.03,1.54,33.77
388,389,378.0,1. FC Heidenheim 1846,German 2. Bundesliga,1.07,1.6,33.76
389,390,379.0,Sporting Gijón,Spanish Segunda Division,0.77,1.2,33.74
390,391,428.0,Sochaux,French Ligue 2,0.94,1.43,33.72
391,392,345.0,Yeni Malatyaspor,Turkish Turkcell Super Lig,1.03,1.55,33.66
392,393,488.0,St Johnstone,Scottish Premiership,0.94,1.43,33.6
393,394,,Hearts,Scottish Premiership,1.08,1.62,33.54
394,395,50.0,Eibar,Spanish Segunda Division,0.97,1.49,33.53
395,396,429.0,Jahn Regensburg,German 2. Bundesliga,1.08,1.63,33.36
396,397,269.0,Rosario Central,Argentina Primera Division,0.96,1.48,33.36
397,398,420.0,1. FC Nürnberg,German 2. Bundesliga,1.05,1.6,33.35
398,399,462.0,Consadole Sapporo,Japanese J League,1.05,1.59,33.35
399,400,338.0,Hannover 96,German 2. Bundesliga,1.09,1.65,33.27
400,401,375.0,Blackpool,English League Championship,1.01,1.55,33.26
401,402,352.0,Servette,Swiss Raiffeisen Super League,1.25,1.85,33.26
402,403,445.0,Gamba Osaka,Japanese J League,0.84,1.32,33.24
403,404,,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.06,1.62,33.1
404,405,185.0,Benevento,Italy Serie B,1.04,1.59,33.1
405,406,450.0,Bristol City,English League Championship,1.07,1.63,33.03
406,407,455.0,SV Ried,Austrian T-Mobile Bundesliga,1.07,1.63,32.98
407,408,332.0,FC Arsenal Tula,Russian Premier Liga,1.03,1.61,32.41
408,409,492.0,Spal,Italy Serie B,0.98,1.56,32.4
409,410,466.0,Frosinone,Italy Serie B,0.95,1.51,32.39
410,411,444.0,Austin FC,Major League Soccer,0.95,1.51,32.34
411,412,358.0,Central Córdoba Santiago del Estero,Argentina Primera Division,0.89,1.44,32.32
412,413,530.0,Dundee Utd,Scottish Premiership,0.93,1.5,32.17
413,414,401.0,Antalyaspor,Turkish Turkcell Super Lig,0.98,1.57,32.15
414,415,484.0,Odd BK,Norwegian Tippeligaen,1.26,1.94,32.13
415,416,326.0,Asteras Tripolis,Greek Super League,0.94,1.51,32.06
416,417,491.0,Livingston,Scottish Premiership,1.01,1.62,32.0
417,418,448.0,Houston Dynamo,Major League Soccer,1.09,1.73,31.87
418,419,181.0,Jiangsu Suning FC,Chinese Super League,1.06,1.7,31.67
419,420,512.0,Motherwell,Scottish Premiership,1.02,1.64,31.66
420,421,355.0,Atromitos,Greek Super League,0.92,1.52,31.49
421,422,385.0,Tenerife,Spanish Segunda Division,0.79,1.34,31.33
422,423,470.0,Cittadella,Italy Serie B,0.9,1.5,31.31
423,424,329.0,FC Lugano,Swiss Raiffeisen Super League,0.95,1.58,31.23
424,425,424.0,Sunderland,English League One,1.01,1.66,31.16
425,426,194.0,Shandong Luneng,Chinese Super League,1.17,1.87,31.13
426,427,477.0,Pisa,Italy Serie B,1.04,1.71,31.05
427,428,457.0,Godoy Cruz,Argentina Primera Division,1.01,1.66,31.02
428,429,386.0,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.07,1.77,30.75
429,430,518.0,St Mirren,Scottish Premiership,0.9,1.54,30.73
430,431,389.0,Caykur Rizespor,Turkish Turkcell Super Lig,1.12,1.84,30.71
431,432,388.0,Guingamp,French Ligue 2,0.82,1.42,30.64
432,433,,Sarmiento,Argentina Primera Division,0.88,1.51,30.54
433,434,438.0,Málaga,Spanish Segunda Division,0.79,1.39,30.5
434,435,321.0,Lausanne Sports,Swiss Raiffeisen Super League,1.18,1.92,30.42
435,436,443.0,Amiens,French Ligue 2,0.91,1.57,30.39
436,437,395.0,Real Oviedo,Spanish Segunda Division,0.91,1.57,30.33
437,438,410.0,Las Palmas,Spanish Segunda Division,0.91,1.56,30.32
438,439,449.0,Real Zaragoza,Spanish Segunda Division,0.82,1.45,30.25
439,440,,Platense,Argentina Primera Division,0.88,1.54,30.19
440,441,,Dynamo Dresden,German 2. Bundesliga,0.95,1.64,30.03
441,442,483.0,Lillestrom,Norwegian Tippeligaen,0.97,1.66,30.0
442,443,384.0,OFI Crete,Greek Super League,0.96,1.65,29.96
443,444,364.0,Sydney FC,Australian A-League,0.95,1.65,29.89
444,445,433.0,Vejle,Danish SAS-Ligaen,1.02,1.74,29.8
445,446,,Real Sociedad II,Spanish Segunda Division,0.92,1.61,29.7
446,447,398.0,SV Sandhausen,German 2. Bundesliga,1.0,1.73,29.65
447,448,373.0,Wellington Phoenix,Australian A-League,1.11,1.88,29.61
448,449,,Altay,Turkish Turkcell Super Lig,0.92,1.63,29.57
449,450,,Dundee,Scottish Premiership,0.98,1.72,29.49
450,451,,Adana Demirspor,Turkish Turkcell Super Lig,0.9,1.6,29.35
451,452,502.0,Reggina,Italy Serie B,0.9,1.62,29.2
452,453,480.0,FC Cincinnati,Major League Soccer,0.96,1.71,29.19
453,454,456.0,IFK Goteborg,Swedish Allsvenskan,0.93,1.67,29.17
454,455,490.0,Stromsgodset,Norwegian Tippeligaen,1.07,1.86,29.09
455,456,467.0,AC Ajaccio,French Ligue 2,0.78,1.46,28.99
456,457,515.0,Pordenone Calcio,Italy Serie B,0.85,1.56,28.98
457,458,411.0,FC Cartagena,Spanish Segunda Division,0.89,1.61,28.9
458,459,419.0,Oxford United,English League One,1.06,1.86,28.9
459,460,427.0,Sonderjyske,Danish SAS-Ligaen,0.92,1.67,28.85
460,461,,Silkeborg,Danish SAS-Ligaen,0.89,1.62,28.84
461,462,489.0,Vancouver Whitecaps,Major League Soccer,0.96,1.72,28.78
462,463,513.0,Caen,French Ligue 2,0.9,1.65,28.66
463,464,399.0,Fuenlabrada,Spanish Segunda Division,0.83,1.55,28.65
464,465,,Hansa Rostock,German 2. Bundesliga,0.93,1.69,28.57
465,466,,Ternana,Italy Serie B,0.95,1.72,28.42
466,467,418.0,Kayserispor,Turkish Turkcell Super Lig,0.89,1.65,28.24
467,468,,Giresunspor,Turkish Turkcell Super Lig,0.89,1.66,28.18
468,469,500.0,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,0.84,1.6,28.12
469,470,406.0,Aldosivi,Argentina Primera Division,0.81,1.55,28.04
470,471,362.0,Grenoble,French Ligue 2,0.8,1.55,27.87
471,472,437.0,SD Ponferradina,Spanish Segunda Division,0.83,1.59,27.84
472,473,,RFC Seraing,Belgian Jupiler League,0.91,1.71,27.69
473,474,439.0,Pau,French Ligue 2,0.82,1.59,27.66
474,475,451.0,Louisville City FC,United Soccer League,0.96,1.8,27.55
475,476,403.0,AS Nancy Lorraine,French Ligue 2,0.9,1.72,27.48
476,477,,Como,Italy Serie B,0.91,1.74,27.39
477,478,,Grasshoppers Zürich,Swiss Raiffeisen Super League,0.9,1.73,27.34
478,479,469.0,Le Havre,French Ligue 2,0.79,1.57,27.31
479,480,534.0,Vicenza,Italy Serie B,0.85,1.65,27.31
480,481,458.0,Mirandes,Spanish Segunda Division,0.78,1.56,27.21
481,482,535.0,Ascoli,Italy Serie B,0.83,1.63,27.06
482,483,524.0,Avispa Fukuoka,Japanese J League,0.85,1.67,27.02
483,484,508.0,Shimizu S-Pulse,Japanese J League,0.9,1.75,26.93
484,485,430.0,AD Alcorcon,Spanish Segunda Division,0.68,1.44,26.77
485,486,,FC Ingolstadt 04,German 2. Bundesliga,0.91,1.8,26.52
486,487,452.0,Panetolikos,Greek Super League,0.81,1.65,26.4
487,488,,Viborg,Danish SAS-Ligaen,0.93,1.83,26.29
488,489,,Perugia,Italy Serie B,0.87,1.77,25.96
489,490,342.0,Mamelodi Sundowns,South African ABSA Premier League,0.71,1.53,25.89
490,491,479.0,Lincoln City,English League One,0.89,1.81,25.73
491,492,485.0,Valenciennes,French Ligue 2,0.9,1.83,25.69
492,493,507.0,Erzgebirge Aue,German 2. Bundesliga,0.86,1.77,25.69
493,494,,Giannina,Greek Super League,0.87,1.79,25.46
494,495,,Ionikos FC,Greek Super League,0.84,1.76,25.45
495,496,,US Quevilly,French Ligue 2,0.86,1.78,25.41
496,497,566.0,Ross County,Scottish Premiership,0.92,1.87,25.3
497,498,,Apollon Smyrni,Greek Super League,0.86,1.8,25.24
498,499,366.0,Kaizer Chiefs,South African ABSA Premier League,0.73,1.61,25.14
499,500,,UD Ibiza,Spanish Segunda Division,0.77,1.68,24.94
500,501,519.0,Stabaek,Norwegian Tippeligaen,1.03,2.07,24.78
501,502,481.0,Lamia,Greek Super League,0.61,1.43,24.69
502,503,537.0,Sandefjord,Norwegian Tippeligaen,0.87,1.85,24.66
503,504,573.0,Ipswich Town,English League One,0.76,1.68,24.59
504,505,,Burgos,Spanish Segunda Division,0.78,1.74,24.34
505,506,,Alessandria,Italy Serie B,0.79,1.75,24.31
506,507,,Amorebieta,Spanish Segunda Division,0.77,1.72,24.16
507,508,493.0,Lugo,Spanish Segunda Division,0.75,1.72,23.85
508,509,465.0,Western Sydney FC,Australian A-League,1.14,2.32,23.68
509,510,482.0,Charlton Athletic,English League One,0.8,1.81,23.64
510,511,405.0,Orlando Pirates,South African ABSA Premier League,0.71,1.67,23.59
511,512,495.0,Tampa Bay Rowdies,United Soccer League,0.77,1.77,23.35
512,513,542.0,Shonan Bellmare,Japanese J League,0.67,1.63,23.29
513,514,474.0,Rodez,French Ligue 2,0.67,1.63,23.28
514,515,505.0,El Paso Locomotive FC,United Soccer League,0.75,1.75,23.24
515,516,498.0,San Antonio FC,United Soccer League,0.9,1.99,23.16
516,517,559.0,SK Brann,Norwegian Tippeligaen,0.88,1.97,23.14
517,518,555.0,Sarpsborg,Norwegian Tippeligaen,0.69,1.67,23.1
518,519,288.0,Tianjin Teda,Chinese Super League,0.84,1.91,23.09
519,520,464.0,Brisbane Roar,Australian A-League,0.77,1.8,22.96
520,521,540.0,Milton Keynes Dons,English League One,0.89,1.99,22.94
521,522,471.0,Perth Glory,Australian A-League,0.94,2.08,22.82
522,523,549.0,Tokushima Vortis,Japanese J League,0.68,1.66,22.8
523,524,271.0,Wycombe Wanderers,English League One,0.82,1.93,22.24
524,525,532.0,Portsmouth,English League One,0.73,1.78,22.22
525,526,496.0,Varbergs BoIS FC,Swedish Allsvenskan,0.79,1.91,21.98
526,527,,Bastia,French Ligue 2,0.71,1.77,21.95
527,528,208.0,Rotherham United,English League One,0.77,1.87,21.94
528,529,581.0,Niort,French Ligue 2,0.67,1.71,21.85
529,530,563.0,Mjondalen,Norwegian Tippeligaen,0.73,1.82,21.72
530,531,533.0,Burton Albion,English League One,0.81,1.95,21.71
531,532,557.0,Vegalta Sendai,Japanese J League,0.62,1.64,21.58
532,533,331.0,Shanghai Greenland,Chinese Super League,0.9,2.12,21.53
533,534,504.0,Dunkerque,French Ligue 2,0.66,1.72,21.42
534,535,486.0,Adelaide United,Australian A-League,0.92,2.15,21.41
535,536,590.0,Cosenza,Italy Serie B,0.69,1.8,21.15
536,537,459.0,SuperSport United,South African ABSA Premier League,0.6,1.66,20.93
537,538,335.0,Henan Jianye,Chinese Super League,0.81,2.01,20.91
538,539,543.0,Volos NFC,Greek Super League,0.68,1.8,20.89
539,540,506.0,Mjallby,Swedish Allsvenskan,0.7,1.84,20.88
540,541,341.0,Hebei China Fortune FC,Chinese Super League,0.85,2.08,20.88
541,542,541.0,Colorado Springs Switchbacks FC,United Soccer League,0.94,2.22,20.85
542,543,510.0,Pittsburgh Riverhounds,United Soccer League,0.7,1.88,20.18
543,544,585.0,Bolton,English League One,0.83,2.1,20.12
544,545,363.0,Dalian Aerbin,Chinese Super League,0.86,2.17,19.9
545,546,501.0,Gillingham,English League One,0.69,1.89,19.86
546,547,350.0,Wuhan Zall,Chinese Super League,0.74,1.97,19.86
547,548,584.0,Tromso,Norwegian Tippeligaen,0.75,1.99,19.86
548,549,503.0,Central Coast Mariners,Australian A-League,0.75,2.03,19.39
549,550,554.0,Miami FC,United Soccer League,0.79,2.11,19.28
550,551,544.0,Kalmar FF,Swedish Allsvenskan,0.58,1.76,19.08
551,552,556.0,Degerfors IF,Swedish Allsvenskan,0.68,1.93,19.06
552,553,538.0,IK Sirius,Swedish Allsvenskan,0.76,2.09,18.78
553,554,404.0,Guangzhou RF,Chinese Super League,1.0,2.51,18.63
554,555,572.0,Wigan,English League One,0.72,2.04,18.58
555,556,545.0,Orange County SC,United Soccer League,0.73,2.06,18.51
556,557,511.0,Black Aces,South African ABSA Premier League,0.6,1.87,18.07
557,558,551.0,Birmingham Legion FC,United Soccer League,0.7,2.06,17.95
558,559,589.0,Oita Trinita,Japanese J League,0.52,1.75,17.8
559,560,546.0,Halmstads BK,Swedish Allsvenskan,0.47,1.66,17.78
560,561,390.0,Chongqing Lifan,Chinese Super League,0.65,2.0,17.48
561,562,514.0,Maritzburg Utd,South African ABSA Premier League,0.43,1.61,17.36
562,563,528.0,Macarthur FC,Australian A-League,0.65,2.02,17.31
563,564,550.0,Orebro SK,Swedish Allsvenskan,0.68,2.08,17.25
564,565,561.0,Charlotte Independence,United Soccer League,0.63,1.99,17.2
565,566,560.0,Sacramento Republic FC,United Soccer League,0.58,1.9,17.19
566,567,529.0,Newcastle Jets,Australian A-League,0.65,2.03,17.18
567,568,407.0,Tianjin Quanujian,Chinese Super League,0.72,2.17,17.13
568,569,588.0,Salford City,English League Two,0.49,1.74,17.05
569,570,531.0,Bloem Celtic,South African ABSA Premier League,0.6,1.95,17.0
570,571,565.0,Fleetwood Town,English League One,0.53,1.84,16.92
571,572,415.0,Shenzhen FC,Chinese Super League,0.75,2.25,16.73
572,573,558.0,New Mexico United,United Soccer League,0.55,1.89,16.66
573,574,610.0,Yokohama FC,Japanese J League,0.58,1.95,16.49
574,575,575.0,Doncaster Rovers,English League One,0.65,2.1,16.4
575,576,570.0,San Diego Loyal SC,United Soccer League,0.58,2.02,15.89
576,577,547.0,Melbourne Victory,Australian A-League,0.82,2.45,15.79
577,578,583.0,AFC Wimbledon,English League One,0.62,2.11,15.72
578,579,576.0,Indy Eleven,United Soccer League,0.62,2.11,15.65
579,580,567.0,Accrington Stanley,English League One,0.66,2.2,15.6
580,581,578.0,Shrewsbury Town,English League One,0.52,1.93,15.52
581,582,574.0,Morecambe,English League One,0.59,2.07,15.5
582,583,601.0,Mansfield Town,English League Two,0.59,2.09,15.39
583,584,579.0,Rio Grande Valley FC Toros,United Soccer League,0.57,2.05,15.3
584,585,569.0,Crewe Alexandra,English League One,0.55,2.03,15.14
585,586,577.0,Östersunds FK,Swedish Allsvenskan,0.59,2.14,14.77
586,587,595.0,Atlanta United 2,United Soccer League,0.7,2.38,14.43
587,588,564.0,Western United,Australian A-League,0.69,2.37,14.28
588,589,623.0,Bristol Rovers,English League Two,0.55,2.15,13.97
589,590,592.0,Tulsa Roughnecks,United Soccer League,0.58,2.19,13.93
590,591,634.0,Colchester United,English League Two,0.45,1.98,13.46
591,592,582.0,Golden Arrows,South African ABSA Premier League,0.35,1.77,13.41
592,593,593.0,Austin Bold FC,United Soccer League,0.45,2.0,13.28
593,594,,Moroka Swallows,South African ABSA Premier League,0.41,1.94,12.97
594,595,597.0,Northampton Town,English League Two,0.44,2.08,12.31
595,596,586.0,Cheltenham Town,English League One,0.47,2.16,12.19
596,597,608.0,Plymouth Argyle,English League One,0.48,2.18,12.11
597,598,598.0,Memphis 901 FC,United Soccer League,0.5,2.25,11.99
598,599,487.0,Guizhou Renhe,Chinese Super League,0.51,2.26,11.96
599,600,605.0,Oklahoma City Energy FC,United Soccer League,0.41,2.06,11.83
600,601,600.0,Charleston Battery,United Soccer League,0.5,2.27,11.76
601,602,,TS Galaxy,South African ABSA Premier League,0.39,2.02,11.76
602,603,,Tshakhuma Tsha Madzivhandila,South African ABSA Premier League,0.39,2.02,11.76
603,604,,Sekhukhune United,South African ABSA Premier League,0.39,2.02,11.76
604,605,602.0,Las Vegas Lights FC,United Soccer League,0.58,2.44,11.66
605,606,591.0,Cambridge United,English League One,0.43,2.14,11.51
606,607,599.0,Chippa United,South African ABSA Premier League,0.24,1.71,11.39
607,608,618.0,Tranmere Rovers,English League Two,0.34,1.98,11.28
608,609,604.0,Swindon Town,English League Two,0.45,2.23,11.25
609,610,603.0,AmaZulu,South African ABSA Premier League,0.27,1.8,11.2
610,611,613.0,Tacoma Defiance,United Soccer League,0.43,2.19,11.09
611,612,619.0,Forest Green Rovers,English League Two,0.45,2.28,10.83
612,613,607.0,Baroka FC,South African ABSA Premier League,0.22,1.73,10.75
613,614,612.0,Stellenbosch FC,South African ABSA Premier League,0.29,1.94,10.55
614,615,580.0,Exeter City,English League Two,0.37,2.14,10.46
615,616,609.0,LA Galaxy II,United Soccer League,0.5,2.43,10.43
616,617,627.0,Leyton Orient,English League Two,0.4,2.21,10.38
617,618,568.0,Rochdale,English League Two,0.37,2.23,9.75
618,619,616.0,Hartford Athletic,United Soccer League,0.44,2.4,9.66
619,620,606.0,Oldham Athletic,English League Two,0.52,2.6,9.57
620,621,620.0,New York Red Bulls II,United Soccer League,0.5,2.65,8.92
621,622,622.0,Real Monarchs SLC,United Soccer League,0.36,2.34,8.69
622,623,624.0,Stevenage,English League Two,0.2,1.95,8.53
623,624,621.0,Swope Park Rangers,United Soccer League,0.37,2.48,8.05
624,625,626.0,Loudoun United FC,United Soccer League,0.41,2.57,8.05
625,626,611.0,Carlisle United,English League Two,0.25,2.18,7.98
626,627,614.0,Newport County,English League Two,0.21,2.05,7.98
627,628,625.0,Barrow,English League Two,0.29,2.33,7.71
628,629,617.0,Port Vale,English League Two,0.22,2.15,7.56
629,630,632.0,Harrogate Town,English League Two,0.32,2.44,7.34
630,631,628.0,Crawley Town,English League Two,0.27,2.37,7.01
631,632,629.0,Bradford City,English League Two,0.2,2.19,6.98
632,633,631.0,Walsall,English League Two,0.2,2.21,6.86
633,634,633.0,Oakland Roots,United Soccer League,0.2,2.25,6.6
634,635,,Sutton United,English League Two,0.2,2.31,6.29
635,636,636.0,Scunthorpe,English League Two,0.2,2.44,5.59
636,637,,Hartlepool,English League Two,0.2,2.64,4.72
