,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,2.666666666666667,1.0,1.2,1.925,2.52,3.2800000000000002,4.244
freehit,66.66666666666666,66.2,54.55,39.275,30.759999999999998,21.293333333333333,13.411999999999999
bboost,10.666666666666668,7.199999999999999,9.65,9.950000000000001,11.200000000000001,12.953333333333333,13.672
3xc,1.3333333333333335,0.4,0.95,1.95,3.4000000000000004,5.220000000000001,7.292
