id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
1,Folarin,Balogun,1,0.0,0.4,0.5499999999999999,0.475,0.54,0.37333333333333335,0.416
2,Cédric,Alves Soares,1,0.0,0.0,0.0,0.0,0.04,0.05333333333333334,0.044000000000000004
3,Mohamed,Elneny,1,0.0,0.0,0.0,0.0,0.06,0.02,0.008
4,Fábio,Ferreira Vieira,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008
5,Gabriel,dos Santos Magalhães,1,1.3333333333333335,13.600000000000001,18.05,20.5,22.08,25.766666666666666,27.168
6,Kai,Havertz,1,0.0,0.4,0.5,0.44999999999999996,0.36,0.6666666666666667,0.644
7,Rob,Holding,1,0.0,0.0,0.0,0.0,0.0,0.0,0.012
8,Gabriel,Fernando de Jesus,1,0.0,0.0,0.1,0.15,0.24,0.21333333333333335,0.312
9,Jorge Luiz,Frello Filho,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008
10,Jakub,Kiwior,1,0.0,0.0,0.0,0.0,0.02,0.013333333333333334,0.012
11,Marcus,Oliveira Alencar,1,0.0,0.0,0.0,0.0,0.0,0.02,0.004
12,Gabriel,Martinelli Silva,1,5.333333333333334,10.2,5.8999999999999995,7.75,10.299999999999999,18.106666666666666,18.596
13,Eddie,Nketiah,1,6.666666666666667,8.200000000000001,6.2,5.675,5.72,4.78,4.5120000000000005
14,Martin,Ødegaard,1,20.0,13.200000000000001,15.0,15.675,17.080000000000002,17.366666666666667,18.976000000000003
15,Thomas,Partey,1,0.0,0.0,0.0,0.025,0.04,0.02,0.032
16,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Aaron,Ramsdale,1,6.666666666666667,12.0,10.85,12.125,11.48,10.173333333333332,11.408
18,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.025,0.02,0.013333333333333334,0.024
19,Bukayo,Saka,1,90.66666666666666,86.4,90.9,92.7,92.44,92.63333333333334,91.448
20,William,Saliba,1,33.33333333333333,35.8,39.85,38.5,37.18,36.333333333333336,33.967999999999996
21,Albert,Sambi Lokonga,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Emile,Smith Rowe,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Nuno,Varela Tavares,1,0.0,0.0,0.0,0.025,0.02,0.06666666666666667,0.068
24,Kieran,Tierney,1,0.0,0.0,0.0,0.0,0.0,0.02,0.016
25,Takehiro,Tomiyasu,1,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.02
26,Leandro,Trossard,1,0.0,0.0,0.05,0.325,0.38,0.5599999999999999,0.66
29,Benjamin,White,1,36.0,11.200000000000001,6.550000000000001,5.125,5.54,4.553333333333334,4.932
30,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Oleksandr,Zinchenko,1,1.3333333333333335,2.1999999999999997,1.4000000000000001,1.5,2.18,1.7266666666666666,1.8800000000000001
113,David,Raya Martin,1,0.0,0.0,0.5499999999999999,0.8999999999999999,0.72,0.6933333333333334,0.856
540,Declan,Rice,1,0.0,0.4,0.25,0.475,0.44,0.5,0.748
578,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,Jurriën,Timber,1,4.0,0.4,0.25,0.44999999999999996,0.72,0.38666666666666666,0.496
646,Karl,Hein,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Alexandre,Moreno Lopera,2,0.0,0.0,0.0,0.025,0.04,0.013333333333333334,0.012
34,Leon,Bailey,2,0.0,2.4,1.3,1.175,1.02,1.0466666666666669,1.036
35,Emiliano,Buendía Stati,2,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.012
36,Matty,Cash,2,36.0,49.6,52.65,41.225,35.480000000000004,26.366666666666667,21.948
37,Calum,Chambers,2,0.0,0.4,0.4,0.35000000000000003,0.33999999999999997,0.4866666666666667,0.524
38,Philippe,Coutinho Correia,2,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.024
39,Keinan,Davis,2,0.0,0.0,0.0,0.025,0.0,0.02,0.027999999999999997
40,Leander,Dendoncker,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Diego Carlos,Santos Silva,2,0.0,0.0,0.2,0.025,0.04,0.05333333333333334,0.08800000000000001
42,Lucas,Digne,2,17.333333333333336,7.3999999999999995,3.05,2.8000000000000003,2.3,2.413333333333333,2.488
43,Douglas Luiz,Soares de Paulo,2,0.0,0.4,0.35000000000000003,0.42500000000000004,0.44,0.7866666666666666,0.872
44,Jhon,Durán,2,0.0,0.0,0.0,0.05,0.06,0.03333333333333333,0.012
45,Kortney,Hause,2,0.0,0.0,0.05,0.125,0.02,0.06,0.068
46,Tim,Iroegbunam,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Boubacar,Kamara,2,0.0,0.0,0.0,0.075,0.02,0.006666666666666667,0.02
48,Ezri,Konsa Ngoyo,2,4.0,1.2,0.7000000000000001,0.775,0.72,0.7133333333333334,0.696
49,Emiliano,Martínez Romero,2,2.666666666666667,6.800000000000001,7.1499999999999995,6.125,5.66,4.46,4.4799999999999995
50,John,McGinn,2,0.0,0.4,0.1,0.25,0.22,0.12,0.188
51,Tyrone,Mings,2,0.0,0.0,0.95,1.25,1.72,1.5666666666666667,2.044
53,Robin,Olsen,2,0.0,0.2,0.25,0.25,0.36,0.38666666666666666,0.376
54,Jaden,Philogene-Bidace,2,0.0,0.0,0.0,0.05,0.1,0.04,0.048
55,Jacob,Ramsey,2,0.0,0.0,0.0,0.05,0.0,0.02,0.016
56,Morgan,Sanson,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Viljami,Sinisalo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.012
58,Youri,Tielemans,2,0.0,0.0,0.05,0.025,0.12,0.08,0.11199999999999999
59,Bertrand,Traoré,2,0.0,0.0,0.0,0.0,0.0,0.0,0.004
60,Ollie,Watkins,2,33.33333333333333,38.4,35.8,37.125,36.8,34.846666666666664,34.796
61,Wesley,Moraes Ferreira da Silva,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,Pau,Torres,2,1.3333333333333335,2.4,2.45,2.7,2.46,3.08,3.104
599,Moussa,Diaby,2,32.0,29.4,26.650000000000002,24.275,21.560000000000002,17.486666666666668,16.16
618,Omari,Kellyman,2,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004
670,Filip,Marschall,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,Nicolò,Zaniolo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.012
686,Oliwier,Zych,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Jaidon,Anthony,3,0.0,0.0,0.0,0.0,0.0,0.02,0.016
63,Philip,Billing,3,0.0,0.8,0.1,0.3,0.18,0.18666666666666668,0.172
64,David,Brooks,3,0.0,0.0,0.0,0.025,0.12,0.013333333333333334,0.06
65,Ryan,Christie,3,0.0,0.0,0.0,0.025,0.0,0.0,0.0
66,Lewis,Cook,3,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
67,Siriki,Dembélé,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Ryan,Fredericks,3,0.0,0.0,0.0,0.0,0.02,0.013333333333333334,0.0
69,James,Hill,3,0.0,0.0,0.05,0.1,0.13999999999999999,0.08,0.11199999999999999
70,Lloyd,Kelly,3,0.0,0.0,0.0,0.0,0.0,0.0,0.004
71,Gavin,Kilkenny,3,0.0,0.0,0.0,0.0,0.02,0.013333333333333334,0.012
72,Justin,Kluivert,3,0.0,0.0,0.15,0.17500000000000002,0.13999999999999999,0.20666666666666667,0.23600000000000002
73,Jamal,Lowe,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Emiliano,Marcondes,3,0.0,0.0,0.0,0.0,0.02,0.02666666666666667,0.008
75,Chris,Mepham,3,0.0,0.0,0.0,0.025,0.0,0.013333333333333334,0.008
76,Kieffer,Moore,3,2.666666666666667,0.0,0.2,0.125,0.13999999999999999,0.09333333333333334,0.164
77,Norberto,Murara Neto,3,0.0,1.0,0.25,0.5,0.32,0.3,0.268
78,Dango,Ouattara,3,0.0,0.0,0.0,0.025,0.04,0.02666666666666667,0.016
79,Ben,Pearson,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Darren,Randolph,3,0.0,0.0,0.1,0.17500000000000002,0.26,0.2,0.244
81,Joe,Rothwell,3,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
82,Antoine,Semenyo,3,1.3333333333333335,2.4,2.1999999999999997,2.225,2.68,1.7066666666666668,2.056
83,Marcos,Senesi,3,1.3333333333333335,0.4,0.05,0.05,0.0,0.02,0.044000000000000004
84,Adam,Smith,3,0.0,0.0,0.0,0.0,0.0,0.0,0.004
85,Dominic,Solanke,3,6.666666666666667,3.2,1.7999999999999998,1.275,0.9400000000000001,0.8933333333333333,1.176
86,Marcus,Tavernier,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Hamed,Traorè,3,0.0,0.0,0.0,0.0,0.0,0.0,0.008
88,Mark,Travers,3,0.0,0.2,0.05,0.025,0.1,0.06,0.096
89,Illia,Zabarnyi,3,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.004
595,Milos,Kerkez,3,0.0,0.0,0.05,0.17500000000000002,0.12,0.13333333333333333,0.124
607,Ionuț,Radu,3,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.012
619,Ben,Greenwood,3,0.0,0.0,0.0,0.0,0.06,0.04,0.016
643,Max,Aarons,3,1.3333333333333335,0.0,0.05,0.075,0.06,0.04666666666666667,0.032
644,Alex,Scott,3,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008
673,Tyler,Adams,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Kristoffer,Ajer,4,0.0,0.2,0.25,0.1,0.0,0.12666666666666665,0.108
91,Ellery,Balcombe,4,0.0,0.4,0.05,0.2,0.13999999999999999,0.15333333333333335,0.116
92,Shandon,Baptiste,4,0.0,0.0,0.25,0.5499999999999999,1.02,0.7933333333333334,1.1560000000000001
