id,first_name,second_name,team,Top_100_in,Top_1K_in,Top_10K_in,Top_50K_in,Top_100K_in,Top_250K_in,Top_500K_in,Top_100_out,Top_1K_out,Top_10K_out,Top_50K_out,Top_100K_out,Top_250K_out,Top_500K_out
1,Folarin,Balogun,1,0.0,0.0,0.0,0.025,0.0,0.02,0.0,0.0,0.0,0.05,0.075,0.02,0.06666666666666667,0.027999999999999997
2,Cédric,Alves Soares,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Mohamed,Elneny,1,0.0,0.0,0.0,0.025,0.02,0.013333333333333334,0.004,0.0,0.0,0.0,0.025,0.0,0.0,0.004
4,Fábio,Ferreira Vieira,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Gabriel,dos Santos Magalhães,1,0.0,0.6,0.15,0.375,0.22,0.1,0.184,8.0,6.0,5.75,5.625,5.12,5.319999999999999,6.0920000000000005
6,Kai,Havertz,1,0.0,1.0,0.0,0.0,0.0,0.04666666666666667,0.016,1.3333333333333335,2.1999999999999997,0.6,0.5,0.48,0.45333333333333337,0.376
7,Rob,Holding,1,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0
8,Gabriel,Fernando de Jesus,1,1.3333333333333335,0.4,0.15,0.2,0.08,0.07333333333333333,0.08800000000000001,1.3333333333333335,0.4,0.1,0.15,0.04,0.06666666666666667,0.064
9,Jorge Luiz,Frello Filho,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Jakub,Kiwior,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Marcus,Oliveira Alencar,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.02,0.0,0.0
12,Gabriel,Martinelli Silva,1,0.0,4.0,1.3,1.05,1.22,0.6133333333333334,0.512,0.0,5.4,2.1,1.525,1.94,1.0066666666666666,0.96
13,Eddie,Nketiah,1,2.666666666666667,8.799999999999999,1.6,2.175,1.8399999999999999,1.3533333333333333,1.3559999999999999,0.0,6.2,0.8999999999999999,1.3,0.72,0.5266666666666667,0.5599999999999999
14,Martin,Ødegaard,1,2.666666666666667,5.0,1.0,1.3,1.08,0.76,0.864,0.0,6.6000000000000005,1.95,1.9,1.0999999999999999,0.7733333333333333,0.88
15,Thomas,Partey,1,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.013333333333333334,0.008
16,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Aaron,Ramsdale,1,2.666666666666667,2.6,0.8,0.525,0.42,0.2733333333333333,0.376,0.0,3.4000000000000004,1.15,0.775,0.7000000000000001,0.38,0.512
18,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.012
19,Bukayo,Saka,1,2.666666666666667,6.800000000000001,1.4000000000000001,1.325,0.96,0.6733333333333333,0.644,1.3333333333333335,7.8,1.6500000000000001,1.35,0.8200000000000001,0.5733333333333334,0.596
20,William,Saliba,1,4.0,8.200000000000001,2.65,2.55,2.76,2.32,2.648,0.0,5.2,2.0,1.15,1.16,0.6799999999999999,0.512
21,Albert,Sambi Lokonga,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Emile,Smith Rowe,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Nuno,Varela Tavares,1,0.0,0.0,0.0,0.025,0.0,0.0,0.004,0.0,0.0,0.0,0.025,0.0,0.0,0.008
24,Kieran,Tierney,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.004
25,Takehiro,Tomiyasu,1,0.0,0.0,0.05,0.025,0.0,0.006666666666666667,0.004,0.0,0.0,0.05,0.025,0.02,0.006666666666666667,0.008
26,Leandro,Trossard,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,1.0,0.4,0.4,0.22,0.36666666666666664,0.36
29,Benjamin,White,1,1.3333333333333335,5.6000000000000005,0.65,0.775,0.62,0.45333333333333337,0.388,0.0,7.6,0.75,0.6,0.44,0.31333333333333335,0.328
30,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Oleksandr,Zinchenko,1,1.3333333333333335,0.6,0.4,0.2,0.22,0.13333333333333333,0.184,0.0,1.2,0.35000000000000003,0.575,0.3,0.31333333333333335,0.292
113,David,Raya Martin,1,0.0,0.0,0.05,0.05,0.0,0.006666666666666667,0.004,0.0,0.2,0.1,0.15,0.27999999999999997,0.32,0.268
540,Declan,Rice,1,0.0,0.0,0.05,0.025,0.04,0.04666666666666667,0.036000000000000004,0.0,0.4,0.15,0.075,0.04,0.06666666666666667,0.108
578,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,Jurriën,Timber,1,0.0,0.0,0.0,0.0,0.0,0.0,0.016,1.3333333333333335,1.0,0.44999999999999996,0.475,0.6799999999999999,0.5066666666666666,0.54
646,Karl,Hein,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Alexandre,Moreno Lopera,2,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.004
34,Leon,Bailey,2,0.0,3.2,0.8,0.975,0.42,0.5,0.588,0.0,2.1999999999999997,0.44999999999999996,0.44999999999999996,0.13999999999999999,0.16,0.22
35,Emiliano,Buendía Stati,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
36,Matty,Cash,2,1.3333333333333335,1.7999999999999998,1.9,1.6500000000000001,1.24,0.84,0.7000000000000001,1.3333333333333335,2.0,1.2,1.25,0.8,0.5933333333333333,0.516
37,Calum,Chambers,2,0.0,0.0,0.05,0.05,0.06,0.02,0.004,0.0,0.0,0.1,0.1,0.0,0.03333333333333333,0.048
38,Philippe,Coutinho Correia,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.02,0.006666666666666667,0.02
39,Keinan,Davis,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Leander,Dendoncker,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Diego Carlos,Santos Silva,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.012
42,Lucas,Digne,2,1.3333333333333335,6.0,1.8499999999999999,1.6,1.24,0.9266666666666666,1.06,0.0,3.0,0.65,0.625,0.22,0.21333333333333335,0.17600000000000002
43,Douglas Luiz,Soares de Paulo,2,0.0,0.0,0.05,0.17500000000000002,0.06,0.05333333333333334,0.064,0.0,0.0,0.15,0.22499999999999998,0.06,0.12,0.1
44,Jhon,Durán,2,0.0,0.2,0.1,0.05,0.0,0.02,0.012,0.0,0.2,0.1,0.025,0.0,0.006666666666666667,0.012
45,Kortney,Hause,2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.008
46,Tim,Iroegbunam,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Boubacar,Kamara,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0
48,Ezri,Konsa Ngoyo,2,1.3333333333333335,0.0,0.1,0.0,0.06,0.04,0.016,0.0,0.4,0.1,0.075,0.04,0.06,0.032
49,Emiliano,Martínez Romero,2,1.3333333333333335,1.0,1.0,0.75,0.36,0.24,0.268,0.0,1.7999999999999998,1.0999999999999999,0.975,0.4,0.32,0.328
50,John,McGinn,2,0.0,0.0,0.1,0.075,0.06,0.013333333333333334,0.06,0.0,0.0,0.05,0.05,0.0,0.03333333333333333,0.024
51,Tyrone,Mings,2,0.0,0.0,0.0,0.0,0.02,0.0,0.004,1.3333333333333335,0.8,0.35000000000000003,0.8,0.8200000000000001,0.7666666666666666,0.864
53,Robin,Olsen,2,0.0,0.0,0.1,0.0,0.0,0.0,0.008,0.0,0.4,0.0,0.1,0.0,0.02,0.02
54,Jaden,Philogene-Bidace,2,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027999999999999997
55,Jacob,Ramsey,2,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.004
56,Morgan,Sanson,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Viljami,Sinisalo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Youri,Tielemans,2,0.0,0.0,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.013333333333333334,0.064
59,Bertrand,Traoré,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Ollie,Watkins,2,1.3333333333333335,6.6000000000000005,2.0500000000000003,2.25,1.68,1.2466666666666666,1.272,0.0,5.6000000000000005,2.7,2.9499999999999997,2.34,1.9933333333333334,1.9040000000000001
61,Wesley,Moraes Ferreira da Silva,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,Pau,Torres,2,0.0,0.2,0.1,0.27499999999999997,0.02,0.10666666666666667,0.044000000000000004,0.0,1.0,0.25,0.375,0.18,0.13333333333333333,0.124
599,Moussa,Diaby,2,2.666666666666667,4.2,2.5,2.325,1.54,0.86,0.84,0.0,4.2,2.8000000000000003,1.725,1.28,0.9733333333333334,0.836
618,Omari,Kellyman,2,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.004
