,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,4.0,12.8,6.75,5.175,4.58,3.173333333333334,3.6159999999999997
freehit,6.666666666666667,6.800000000000001,1.9,1.775,1.4000000000000001,0.8,0.792
bboost,20.0,17.2,8.3,4.575,2.3800000000000003,1.3466666666666667,1.24
3xc,41.333333333333336,7.3999999999999995,3.0,1.6500000000000001,1.8599999999999999,1.4200000000000002,1.396
