,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,3.0,1.15,1.3,1.34,1.4666666666666666,1.484
freehit,2.666666666666667,0.6,0.15,0.5499999999999999,0.32,0.4266666666666667,0.532
bboost,0.0,0.2,0.5499999999999999,0.4,0.26,0.31333333333333335,0.304
3xc,0.0,0.2,0.35000000000000003,0.25,0.08,0.19333333333333333,0.188
