rank,prev_rank,name,league,off,def,spi
44,40.0,Zenit St Petersburg,Russian Premier Liga,2.25,1.03,71.4
45,44.0,Leicester City,Barclays Premier League,2.11,0.93,71.26
46,46.0,Crystal Palace,Barclays Premier League,1.83,0.74,70.91
47,31.0,Borussia Monchengladbach,German Bundesliga,2.13,0.98,70.61
48,50.0,Everton,Barclays Premier League,1.89,0.8,70.3
49,53.0,Feyenoord,Dutch Eredivisie,2.15,1.01,70.22
50,47.0,Leeds United,Barclays Premier League,1.87,0.8,70.11
51,51.0,Southampton,Barclays Premier League,1.83,0.8,69.5
52,52.0,Rayo Vallecano,Spanish Primera Division,1.77,0.75,69.45
53,55.0,FC Cologne,German Bundesliga,2.03,0.98,68.77
54,45.0,VfL Wolfsburg,German Bundesliga,1.87,0.86,68.7
55,59.0,Eintracht Frankfurt,German Bundesliga,2.02,0.99,68.33
56,58.0,Fiorentina,Italy Serie A,1.81,0.84,68.18
57,66.0,1. FC Union Berlin,German Bundesliga,1.83,0.86,68.04
58,56.0,Lyon,French Ligue 1,2.04,1.02,67.88
59,60.0,Osasuna,Spanish Primera Division,1.63,0.71,67.79
60,54.0,Lazio,Italy Serie A,1.97,0.99,67.46
61,63.0,Getafe,Spanish Primera Division,1.47,0.61,67.16
62,64.0,Rangers,Scottish Premiership,1.95,0.99,67.1
63,57.0,Brentford,Barclays Premier League,1.85,0.91,67.05
64,62.0,Marseille,French Ligue 1,1.68,0.8,66.52
65,67.0,AZ,Dutch Eredivisie,1.86,0.95,66.43
66,65.0,Sassuolo,Italy Serie A,2.01,1.08,66.22
67,75.0,Strasbourg,French Ligue 1,1.88,0.98,66.0
68,72.0,Celtic,Scottish Premiership,2.03,1.11,65.77
69,61.0,Flamengo,Brasileiro Série A,1.77,0.9,65.69
70,69.0,Burnley,Barclays Premier League,1.8,0.96,64.81
71,77.0,Braga,Portuguese Liga,1.77,0.96,64.41
72,74.0,Slavia Prague,UEFA Europa Conference League,1.78,0.97,64.36
73,68.0,Torino,Italy Serie A,1.67,0.88,64.26
74,82.0,Dinamo Zagreb,UEFA Europa League,1.8,0.99,64.25
75,76.0,Espanyol,Spanish Primera Division,1.62,0.85,64.1
76,80.0,Fulham,English League Championship,1.84,1.03,64.09
77,71.0,Atletico Mineiro,Brasileiro Série A,1.7,0.92,63.97
78,73.0,Shakhtar Donetsk,UEFA Champions League,1.96,1.14,63.71
79,87.0,Mallorca,Spanish Primera Division,1.65,0.91,63.17
80,78.0,Bologna,Italy Serie A,1.76,1.01,63.02
81,79.0,Watford,Barclays Premier League,1.78,1.03,62.92
82,70.0,Nice,French Ligue 1,1.63,0.9,62.87
83,81.0,Verona,Italy Serie A,1.79,1.05,62.65
84,84.0,Alavés,Spanish Primera Division,1.63,0.91,62.53
85,83.0,VfB Stuttgart,German Bundesliga,1.87,1.14,62.19
86,85.0,River Plate,Argentina Primera Division,1.65,0.95,62.19
87,89.0,Olympiacos,Greek Super League,1.7,0.99,62.15
88,86.0,Kawasaki Frontale,Japanese J League,1.83,1.1,62.13
89,90.0,Lens,French Ligue 1,1.74,1.04,61.79
90,88.0,Young Boys,Swiss Raiffeisen Super League,1.98,1.25,61.71
91,94.0,Hertha Berlin,German Bundesliga,1.7,1.02,61.59
92,92.0,Levante,Spanish Primera Division,1.6,0.94,61.34
93,95.0,Trabzonspor,Turkish Turkcell Super Lig,1.65,0.99,61.11
94,91.0,VfL Bochum,German Bundesliga,1.7,1.04,60.87
95,93.0,FC Utrecht,Dutch Eredivisie,1.88,1.2,60.77
96,100.0,Newcastle,Barclays Premier League,1.73,1.09,60.33
97,97.0,Brest,French Ligue 1,1.67,1.04,60.23
98,96.0,Granada,Spanish Primera Division,1.63,1.04,59.65
99,99.0,Elche,Spanish Primera Division,1.53,0.95,59.31
100,109.0,Dynamo Kiev,UEFA Champions League,1.66,1.09,58.89
101,102.0,FC Augsburg,German Bundesliga,1.7,1.14,58.55
102,105.0,Nantes,French Ligue 1,1.5,0.97,58.4
103,106.0,KAA Gent,Belgian Jupiler League,1.56,1.03,58.32
104,101.0,Udinese,Italy Serie A,1.64,1.1,58.29
105,112.0,Angers,French Ligue 1,1.5,0.98,58.19
106,98.0,Tigres UANL,Mexican Primera Division Torneo Apertura,1.52,0.99,58.17
107,104.0,Monterrey,Mexican Primera Division Torneo Apertura,1.47,0.95,58.17
108,123.0,Vitesse,Dutch Eredivisie,1.72,1.19,58.0
109,116.0,FC Copenhagen,Danish SAS-Ligaen,1.81,1.27,57.8
110,110.0,Sampdoria,Italy Serie A,1.68,1.16,57.74
111,108.0,Norwich City,Barclays Premier League,1.55,1.04,57.69
112,103.0,Club Brugge,Belgian Jupiler League,1.93,1.39,57.49
113,121.0,Guimaraes,Portuguese Liga,1.51,1.01,57.48
114,117.0,Arminia Bielefeld,German Bundesliga,1.54,1.06,57.11
115,114.0,Yokohama F. Marinos,Japanese J League,1.81,1.3,57.06
116,139.0,Grêmio,Brasileiro Série A,1.53,1.06,56.93
117,115.0,FC Midtjylland,Danish SAS-Ligaen,1.72,1.23,56.89
118,119.0,Sparta Prague,UEFA Europa League,1.68,1.2,56.77
119,126.0,New York City FC,Major League Soccer,1.66,1.19,56.57
120,125.0,FC Krasnodar,Russian Premier Liga,1.66,1.2,56.36
121,124.0,Montpellier,French Ligue 1,1.56,1.11,56.28
122,122.0,Club América,Mexican Primera Division Torneo Apertura,1.35,0.91,56.23
123,118.0,AFC Bournemouth,English League Championship,1.5,1.06,56.02
124,134.0,León,Mexican Primera Division Torneo Apertura,1.53,1.11,55.54
125,107.0,São Paulo,Brasileiro Série A,1.26,0.88,55.11
126,127.0,Red Star Belgrade,UEFA Europa League,1.63,1.22,55.08
127,113.0,Bodo/Glimt,Norwegian Tippeligaen,1.69,1.29,55.05
128,111.0,Palmeiras,Brasileiro Série A,1.48,1.09,54.97
129,120.0,Corinthians,Brasileiro Série A,1.26,0.88,54.91
130,132.0,Dinamo Moscow,Russian Premier Liga,1.52,1.13,54.88
131,141.0,Fenerbahce,Turkish Turkcell Super Lig,1.6,1.21,54.83
132,149.0,América Mineiro,Brasileiro Série A,1.36,1.0,54.37
133,129.0,Atlas,Mexican Primera Division Torneo Apertura,1.32,0.96,54.32
134,143.0,Fluminense,Brasileiro Série A,1.26,0.91,54.2
135,131.0,Spartak Moscow,Russian Premier Liga,1.57,1.21,54.16
136,137.0,Ferencvaros,UEFA Europa League,1.62,1.25,54.15
137,128.0,Genk,Belgian Jupiler League,1.75,1.39,54.12
138,158.0,Empoli,Italy Serie A,1.68,1.32,53.87
139,142.0,Antwerp,Belgian Jupiler League,1.56,1.22,53.75
140,130.0,Reims,French Ligue 1,1.32,0.99,53.74
141,136.0,Santos Laguna,Mexican Primera Division Torneo Apertura,1.46,1.12,53.69
142,133.0,Basel,Swiss Raiffeisen Super League,1.81,1.47,53.43
143,146.0,Cagliari,Italy Serie A,1.57,1.25,53.29
144,138.0,Anderlecht,Belgian Jupiler League,1.68,1.35,53.29
145,153.0,CSKA Moscow,Russian Premier Liga,1.32,1.0,53.28
146,156.0,Sheffield United,English League Championship,1.48,1.17,53.02
147,151.0,West Bromwich Albion,English League Championship,1.38,1.08,52.9
148,152.0,Cruz Azul,Mexican Primera Division Torneo Apertura,1.46,1.16,52.79
149,135.0,Galatasaray,Turkish Turkcell Super Lig,1.49,1.19,52.78
150,150.0,Clermont Foot,French Ligue 1,1.43,1.13,52.73
151,145.0,Cadiz,Spanish Primera Division,1.52,1.22,52.66
152,147.0,Boca Juniors,Argentina Primera Division,1.26,0.98,52.41
153,160.0,Union Saint Gilloise,Belgian Jupiler League,1.68,1.4,52.28
154,144.0,Molde,Norwegian Tippeligaen,1.92,1.64,52.19
155,159.0,Troyes,French Ligue 1,1.38,1.11,52.13
156,148.0,Internacional,Brasileiro Série A,1.34,1.07,52.02
157,173.0,Gil Vicente,Portuguese Liga,1.4,1.15,51.74
158,154.0,Genoa,Italy Serie A,1.45,1.21,51.47
159,140.0,Toulouse,French Ligue 2,1.62,1.38,51.45
160,164.0,FC Twente,Dutch Eredivisie,1.49,1.25,51.42
161,175.0,Bragantino,Brasileiro Série A,1.39,1.15,51.27
162,165.0,Kashima Antlers,Japanese J League,1.42,1.19,51.13
163,157.0,SpVgg Greuther Fürth,German Bundesliga,1.61,1.39,50.71
164,162.0,Sochi,Russian Premier Liga,1.45,1.24,50.54
165,155.0,Famalicao,Portuguese Liga,1.43,1.23,50.3
166,171.0,Bordeaux,French Ligue 1,1.57,1.38,50.13
167,174.0,Defensa y Justicia,Argentina Primera Division,1.36,1.18,50.07
168,167.0,FK Partizan Belgrade,UEFA Europa Conference League,1.4,1.22,50.05
169,169.0,Spezia,Italy Serie A,1.53,1.35,50.0
170,180.0,Fortaleza,Brasileiro Série A,1.23,1.04,49.98
171,177.0,Atlético Paranaense,Brasileiro Série A,1.19,1.01,49.93
172,170.0,Legia Warsaw,UEFA Europa League,1.43,1.26,49.78
173,172.0,AEK Athens,Greek Super League,1.45,1.28,49.73
174,168.0,Maccabi Tel-Aviv,UEFA Europa Conference League,1.31,1.14,49.72
175,176.0,New England Revolution,Major League Soccer,1.69,1.54,49.49
176,191.0,Luton Town,English League Championship,1.33,1.17,49.44
177,181.0,Ceará,Brasileiro Série A,1.25,1.09,49.4
178,166.0,Portimonense,Portuguese Liga,1.19,1.03,49.3
179,192.0,LASK Linz,Austrian T-Mobile Bundesliga,1.49,1.34,49.27
180,178.0,Lorient,French Ligue 1,1.27,1.12,49.2
181,161.0,St Etienne,French Ligue 1,1.38,1.23,49.11
182,179.0,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.57,1.45,48.83
183,184.0,Stoke City,English League Championship,1.22,1.09,48.77
184,163.0,PAOK Salonika,Greek Super League,1.41,1.29,48.57
185,183.0,Velez Sarsfield,Argentina Primera Division,1.16,1.03,48.53
186,186.0,New York Red Bulls,Major League Soccer,1.28,1.19,47.85
187,182.0,Estoril Praia,Portuguese Liga,1.32,1.22,47.84
188,187.0,F.B.C Unione Venezia,Italy Serie A,1.4,1.32,47.8
189,190.0,Guadalajara,Mexican Primera Division Torneo Apertura,1.14,1.04,47.73
190,185.0,Brondby,Danish SAS-Ligaen,1.37,1.29,47.63
191,193.0,Los Angeles FC,Major League Soccer,1.63,1.56,47.58
192,202.0,Sivasspor,Turkish Turkcell Super Lig,1.3,1.23,47.43
193,195.0,Moreirense,Portuguese Liga,1.31,1.24,47.32
194,213.0,Werder Bremen,German 2. Bundesliga,1.5,1.44,47.3
195,196.0,Santa Clara,Portuguese Liga,1.29,1.22,47.21
196,215.0,Rostov,Russian Premier Liga,1.45,1.4,47.18
197,189.0,Queens Park Rangers,English League Championship,1.35,1.29,47.16
198,199.0,Pachuca,Mexican Primera Division Torneo Apertura,1.38,1.32,47.03
199,205.0,Pumas Unam,Mexican Primera Division Torneo Apertura,1.27,1.21,46.95
200,197.0,Blackburn,English League Championship,1.29,1.23,46.85
201,221.0,Vissel Kobe,Japanese J League,1.41,1.37,46.81
202,240.0,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.32,1.27,46.76
203,231.0,Sporting de Charleroi,Belgian Jupiler League,1.49,1.46,46.74
204,200.0,Middlesbrough,English League Championship,1.2,1.15,46.72
205,188.0,Philadelphia Union,Major League Soccer,1.38,1.34,46.62
206,210.0,Santos,Brasileiro Série A,1.07,1.0,46.62
207,203.0,Bahía,Brasileiro Série A,1.18,1.13,46.55
208,225.0,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.56,1.54,46.53
209,217.0,FC Sheriff Tiraspol,UEFA Champions League,1.46,1.44,46.48
210,198.0,Metz,French Ligue 1,1.31,1.28,46.42
211,194.0,FC Groningen,Dutch Eredivisie,1.27,1.24,46.31
212,206.0,Salernitana,Italy Serie A,1.37,1.35,46.23
213,211.0,Seattle Sounders FC,Major League Soccer,1.28,1.26,46.06
214,212.0,Rapid Vienna,Austrian T-Mobile Bundesliga,1.46,1.45,46.04
215,204.0,Hamburg SV,German 2. Bundesliga,1.48,1.49,45.92
216,219.0,Anorthosis Famagusta,UEFA Europa Conference League,1.27,1.26,45.86
217,208.0,Schalke 04,German 2. Bundesliga,1.42,1.42,45.85
218,223.0,Lecce,Italy Serie B,1.34,1.34,45.68
219,218.0,Puebla,Mexican Primera Division Torneo Apertura,1.19,1.18,45.52
220,254.0,FC Zurich,Swiss Raiffeisen Super League,1.66,1.69,45.52
221,228.0,Millwall,English League Championship,1.23,1.24,45.3
222,216.0,Heracles,Dutch Eredivisie,1.33,1.35,45.25
223,209.0,Rubin Kazan,Russian Premier Liga,1.25,1.28,44.98
224,201.0,Lokomotiv Moscow,Russian Premier Liga,1.22,1.25,44.95
225,226.0,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.3,1.33,44.83
226,227.0,Boavista,Portuguese Liga,1.22,1.25,44.7
227,214.0,Pacos Ferreira,Portuguese Liga,1.17,1.2,44.68
228,207.0,Besiktas,Turkish Turkcell Super Lig,1.59,1.66,44.65
229,232.0,Preston North End,English League Championship,1.15,1.18,44.64
230,222.0,Almeria,Spanish Segunda Division,1.15,1.18,44.64
231,251.0,Rosenborg,Norwegian Tippeligaen,1.52,1.6,44.51
232,235.0,Swansea City,English League Championship,1.14,1.18,44.42
233,220.0,NEC,Dutch Eredivisie,1.41,1.48,44.41
234,243.0,Heerenveen,Dutch Eredivisie,1.43,1.5,44.27
235,236.0,FK Qarabag,UEFA Europa Conference League,1.34,1.41,44.22
236,234.0,Nashville SC,Major League Soccer,1.25,1.3,44.22
237,242.0,CSKA Sofia,UEFA Europa Conference League,1.12,1.17,44.21
238,238.0,KV Mechelen,Belgian Jupiler League,1.57,1.66,44.16
239,239.0,Colorado Rapids,Major League Soccer,1.28,1.35,44.1
240,224.0,Malmo FF,Swedish Allsvenskan,1.36,1.44,44.03
241,230.0,Estudiantes,Argentina Primera Division,1.24,1.31,43.95
242,241.0,FC Arouca,Portuguese Liga,1.23,1.3,43.9
243,229.0,SV Darmstadt 98,German 2. Bundesliga,1.5,1.6,43.87
244,244.0,Coventry City,English League Championship,1.19,1.27,43.68
245,233.0,Konyaspor,Turkish Turkcell Super Lig,1.21,1.29,43.65
246,247.0,Necaxa,Mexican Primera Division Torneo Apertura,1.2,1.28,43.58
247,248.0,Toluca,Mexican Primera Division Torneo Apertura,1.32,1.42,43.53
248,237.0,Birmingham,English League Championship,1.12,1.2,43.37
249,245.0,Sparta,Dutch Eredivisie,1.23,1.33,43.33
250,253.0,CFR 1907 Cluj,UEFA Europa Conference League,1.26,1.37,43.25
251,283.0,Sport Recife,Brasileiro Série A,1.07,1.15,43.14
252,255.0,Columbus Crew,Major League Soccer,1.42,1.55,43.01
253,263.0,Viking FK,Norwegian Tippeligaen,1.59,1.76,42.8
254,270.0,Atlético Goianiense,Brasileiro Série A,1.03,1.13,42.71
255,257.0,Cuiaba,Brasileiro Série A,1.03,1.13,42.67
256,258.0,Guangzhou Evergrande,Chinese Super League,1.43,1.59,42.61
257,265.0,Nottingham Forest,English League Championship,1.03,1.13,42.61
258,250.0,Krylia Sovetov,Russian Premier Liga,1.14,1.26,42.55
259,272.0,Juventude,Brasileiro Série A,1.05,1.16,42.52
260,252.0,Omonia Nicosia,UEFA Europa Conference League,1.32,1.47,42.46
261,287.0,Monza,Italy Serie B,1.14,1.26,42.45
262,260.0,Vizela,Portuguese Liga,1.19,1.32,42.4
263,256.0,Panathinaikos,Greek Super League,1.08,1.21,42.34
264,261.0,Real Valladolid,Spanish Segunda Division,1.25,1.4,42.31
265,262.0,Minnesota United FC,Major League Soccer,1.38,1.55,42.27
266,274.0,Portland Timbers,Major League Soccer,1.49,1.68,42.15
267,264.0,Talleres de Córdoba,Argentina Primera Division,1.15,1.28,42.15
268,259.0,Cardiff City,English League Championship,1.26,1.42,42.04
269,280.0,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.26,1.43,41.86
270,267.0,Sporting Kansas City,Major League Soccer,1.31,1.48,41.84
271,268.0,Orlando City SC,Major League Soccer,1.34,1.52,41.78
272,266.0,Ludogorets,UEFA Europa League,1.29,1.46,41.74
273,269.0,Argentinos Juniors,Argentina Primera Division,1.05,1.2,41.62
274,273.0,Tijuana,Mexican Primera Division Torneo Apertura,1.22,1.39,41.59
275,271.0,Terek Grozny,Russian Premier Liga,1.11,1.27,41.48
276,278.0,AaB,Danish SAS-Ligaen,1.29,1.49,41.3
277,279.0,Tondela,Portuguese Liga,1.26,1.45,41.3
278,288.0,Central Córdoba Santiago del Estero,Argentina Primera Division,1.07,1.23,41.26
279,249.0,Cambuur Leeuwarden,Dutch Eredivisie,1.45,1.67,41.21
280,289.0,Hearts,Scottish Premiership,1.21,1.4,41.2
281,284.0,AGF Aarhus,Danish SAS-Ligaen,1.11,1.3,41.03
282,286.0,DC United,Major League Soccer,1.39,1.62,40.9
283,282.0,Parma,Italy Serie B,1.17,1.37,40.84
284,307.0,Girona FC,Spanish Segunda Division,1.12,1.31,40.82
285,246.0,Hatayspor,Turkish Turkcell Super Lig,1.23,1.45,40.82
286,276.0,Union Santa Fe,Argentina Primera Division,1.03,1.21,40.76
287,301.0,Lanus,Argentina Primera Division,1.35,1.59,40.58
288,277.0,Randers FC,Danish SAS-Ligaen,1.21,1.43,40.55
289,275.0,Slovan Bratislava,UEFA Europa Conference League,1.16,1.37,40.52
290,285.0,Banfield,Argentina Primera Division,1.03,1.23,40.5
291,290.0,CA Independiente,Argentina Primera Division,1.0,1.19,40.5
292,298.0,FC St. Pauli,German 2. Bundesliga,1.4,1.66,40.41
293,302.0,Valerenga,Norwegian Tippeligaen,1.21,1.44,40.41
294,292.0,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.18,1.4,40.37
295,293.0,Atlanta United FC,Major League Soccer,1.19,1.41,40.36
296,304.0,Hartberg,Austrian T-Mobile Bundesliga,1.32,1.59,40.02
297,291.0,Go Ahead Eagles,Dutch Eredivisie,1.32,1.59,39.95
298,296.0,Urawa Red Diamonds,Japanese J League,1.06,1.29,39.91
299,300.0,Belenenses,Portuguese Liga,1.03,1.26,39.69
300,297.0,Nagoya Grampus Eight,Japanese J League,0.94,1.15,39.66
301,303.0,Los Angeles Galaxy,Major League Soccer,1.33,1.62,39.47
302,295.0,Willem II,Dutch Eredivisie,1.28,1.56,39.47
303,294.0,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.45,1.77,39.39
304,281.0,Fatih Karagümrük,Turkish Turkcell Super Lig,1.29,1.59,39.32
305,319.0,PEC Zwolle,Dutch Eredivisie,1.19,1.48,39.19
306,,Melbourne City,Australian A-League,1.4,1.73,39.14
307,309.0,Beijing Guoan,Chinese Super League,1.33,1.64,39.02
308,313.0,Huracán,Argentina Primera Division,1.0,1.25,38.99
309,310.0,Huddersfield Town,English League Championship,1.02,1.28,38.84
310,314.0,Shanghai SIPG,Chinese Super League,1.25,1.57,38.6
311,305.0,Eupen,Belgian Jupiler League,1.29,1.62,38.59
312,315.0,FC Zorya Luhansk,UEFA Europa Conference League,1.1,1.41,38.34
313,323.0,Reading,English League Championship,1.17,1.49,38.34
314,308.0,Rosario Central,Argentina Primera Division,1.24,1.58,38.31
315,306.0,Alanyaspor,Turkish Turkcell Super Lig,1.24,1.58,38.22
316,339.0,FC Lugano,Swiss Raiffeisen Super League,1.11,1.43,38.18
317,317.0,Benevento,Italy Serie B,1.15,1.48,38.09
318,353.0,Servette,Swiss Raiffeisen Super League,1.43,1.83,37.81
319,322.0,Maritimo,Portuguese Liga,1.06,1.38,37.81
320,351.0,Hammarby,Swedish Allsvenskan,1.43,1.84,37.75
321,316.0,OH Leuven,Belgian Jupiler League,1.28,1.66,37.7
322,299.0,Standard Liege,Belgian Jupiler League,1.25,1.62,37.66
323,318.0,Hull City,English League Championship,1.01,1.34,37.59
324,341.0,RKC,Dutch Eredivisie,1.24,1.61,37.52
325,328.0,Chicago Fire,Major League Soccer,1.33,1.72,37.52
326,365.0,Aberdeen,Scottish Premiership,1.07,1.42,37.47
327,312.0,Leganes,Spanish Segunda Division,0.94,1.26,37.33
328,329.0,Odense BK,Danish SAS-Ligaen,1.16,1.53,37.32
329,333.0,Aris Salonika,Greek Super League,1.07,1.42,37.31
330,331.0,Kairat Almaty,UEFA Europa Conference League,1.17,1.55,37.23
331,326.0,Racing Club,Argentina Primera Division,0.94,1.27,37.19
332,348.0,AIK,Swedish Allsvenskan,1.04,1.39,37.19
333,342.0,Newell's Old Boys,Argentina Primera Division,0.97,1.3,37.1
334,327.0,Derby County,English League Championship,0.95,1.28,37.09
335,335.0,Montreal Impact,Major League Soccer,1.18,1.57,37.07
336,324.0,Auxerre,French Ligue 2,1.14,1.52,37.03
337,311.0,Brescia,Italy Serie B,1.17,1.56,36.93
338,338.0,Silkeborg,Danish SAS-Ligaen,1.1,1.48,36.84
339,340.0,FC Juárez,Mexican Primera Division Torneo Apertura,1.04,1.4,36.84
340,320.0,Hibernian,Scottish Premiership,1.02,1.39,36.69
341,332.0,Eibar,Spanish Segunda Division,1.06,1.44,36.69
342,343.0,FC Dallas,Major League Soccer,1.29,1.72,36.66
343,330.0,Real Salt Lake,Major League Soccer,1.22,1.64,36.63
344,337.0,Flora,UEFA Europa Conference League,1.34,1.78,36.57
345,334.0,Dijon FCO,French Ligue 2,1.12,1.53,36.33
346,366.0,Cremonese,Italy Serie B,0.99,1.36,36.33
347,336.0,SC Paderborn,German 2. Bundesliga,1.28,1.73,36.32
348,349.0,Querétaro,Mexican Primera Division Torneo Apertura,1.01,1.39,36.3
349,344.0,Frosinone,Italy Serie B,0.98,1.36,36.17
350,369.0,Lillestrom,Norwegian Tippeligaen,1.24,1.69,36.13
351,367.0,1. FC Heidenheim 1846,German 2. Bundesliga,1.12,1.54,36.12
352,363.0,Gimnasia La Plata,Argentina Primera Division,0.97,1.35,36.11
353,360.0,Fortuna Düsseldorf,German 2. Bundesliga,1.16,1.6,36.05
354,379.0,Cercle Brugge,Belgian Jupiler League,1.08,1.49,36.03
355,325.0,Blackpool,English League Championship,0.99,1.39,35.99
356,355.0,Barnsley,English League Championship,1.03,1.43,35.99
357,321.0,KV Kortrijk,Belgian Jupiler League,1.12,1.55,35.94
358,347.0,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.17,1.61,35.89
359,356.0,IF Elfsborg,Swedish Allsvenskan,1.28,1.75,35.86
360,350.0,Holstein Kiel,German 2. Bundesliga,1.19,1.65,35.78
361,345.0,FC Ufa,Russian Premier Liga,0.93,1.31,35.77
362,381.0,Sanfrecce Hiroshima,Japanese J League,0.97,1.37,35.75
363,364.0,Pisa,Italy Serie B,1.0,1.41,35.72
364,352.0,FC Tokyo,Japanese J League,1.04,1.46,35.7
365,372.0,Ural Sverdlovsk Oblast,Russian Premier Liga,0.75,1.08,35.65
366,357.0,Godoy Cruz,Argentina Primera Division,1.04,1.47,35.52
367,346.0,Nimes,French Ligue 2,1.08,1.53,35.49
368,423.0,Grasshoppers Zürich,Swiss Raiffeisen Super League,1.24,1.73,35.23
369,358.0,St. Truidense,Belgian Jupiler League,1.1,1.56,35.22
370,403.0,Rotherham United,English League One,1.12,1.59,35.18
371,377.0,Las Palmas,Spanish Segunda Division,0.96,1.4,34.99
372,361.0,Adana Demirspor,Turkish Turkcell Super Lig,1.06,1.54,34.77
373,395.0,Colon Santa Fe,Argentina Primera Division,0.93,1.37,34.75
374,354.0,Karlsruher SC,German 2. Bundesliga,1.2,1.71,34.74
375,378.0,Bristol City,English League Championship,1.07,1.55,34.66
376,374.0,Paris FC,French Ligue 2,0.9,1.33,34.62
377,368.0,Tenerife,Spanish Segunda Division,0.82,1.23,34.62
378,387.0,Giannina,Greek Super League,0.98,1.44,34.58
379,380.0,SV Zulte Waregem,Belgian Jupiler League,1.45,2.03,34.56
380,410.0,Giresunspor,Turkish Turkcell Super Lig,0.91,1.36,34.37
381,390.0,Real Oviedo,Spanish Segunda Division,0.87,1.3,34.37
382,370.0,Avispa Fukuoka,Japanese J League,0.9,1.35,34.32
383,384.0,1. FC Nürnberg,German 2. Bundesliga,1.05,1.54,34.25
384,362.0,FC Khimki,Russian Premier Liga,0.97,1.44,34.23
385,359.0,Fortuna Sittard,Dutch Eredivisie,1.29,1.86,34.16
386,383.0,Mazatlán FC,Mexican Primera Division Torneo Apertura,1.0,1.5,33.92
387,373.0,SV Ried,Austrian T-Mobile Bundesliga,1.13,1.67,33.87
388,412.0,Kayserispor,Turkish Turkcell Super Lig,1.08,1.61,33.84
389,391.0,Motherwell,Scottish Premiership,1.06,1.58,33.84
390,392.0,San Lorenzo,Argentina Primera Division,0.89,1.36,33.78
391,400.0,KV Oostende,Belgian Jupiler League,1.2,1.77,33.75
392,386.0,Vancouver Whitecaps,Major League Soccer,1.12,1.67,33.69
