,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,1.3333333333333335,2.6,2.7,2.7,2.5,2.373333333333333,2.236
freehit,1.3333333333333335,1.7999999999999998,1.15,1.175,1.1199999999999999,1.22,1.068
bboost,0.0,1.7999999999999998,1.8499999999999999,0.775,0.74,0.7000000000000001,0.6799999999999999
3xc,0.0,0.2,0.1,0.1,0.08,0.18,0.124
