,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,5.333333333333334,8.799999999999999,14.149999999999999,17.5,15.42,13.34,10.395999999999999
freehit,0.0,0.6,0.8500000000000001,0.525,0.6799999999999999,0.6066666666666667,0.76
bboost,0.0,0.0,0.15,0.2,0.24,0.20666666666666667,0.3
3xc,0.0,0.2,0.2,0.27499999999999997,0.33999999999999997,0.3933333333333333,0.5640000000000001
