id,first_name,second_name,team,Top_100_in,Top_1K_in,Top_10K_in,Top_50K_in,Top_100K_in,Top_250K_in,Top_500K_in,Top_100_out,Top_1K_out,Top_10K_out,Top_50K_out,Top_100K_out,Top_250K_out,Top_500K_out
1,Bernd,Leno,1,0.0,0.0,0.0,0.025,0.02,0.006666666666666667,0.024,0.0,0.0,0.2,0.125,0.2,0.14666666666666667,0.24
2,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08666666666666667,0.1
3,Willian,Borges Da Silva,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Pierre-Emerick,Aubameyang,1,0.0,0.8,0.5,0.5,0.4,0.6466666666666666,0.7040000000000001,1.3333333333333335,0.2,0.4,0.5,0.45999999999999996,0.44666666666666666,0.528
5,Cédric,Soares,1,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.3333333333333335,0.0,0.0,0.0,0.06,0.006666666666666667,0.044000000000000004
6,Alexandre,Lacazette,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.05,0.05,0.02,0.02666666666666667,0.032
7,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.012
8,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02666666666666667,0.0
9,Héctor,Bellerín,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
10,Calum,Chambers,1,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.075,0.04,0.08,0.08
11,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Mohamed Naser,El Sayed Elneny,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.02666666666666667,0.055999999999999994
13,Ainsley,Maitland-Niles,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.004
14,Rob,Holding,1,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.06,0.02,0.084
15,Thomas,Partey,1,0.0,0.0,0.0,0.0,0.0,0.04666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.004
16,Kieran,Tierney,1,0.0,2.4,1.25,1.625,1.5,2.2733333333333334,1.9,0.0,1.4000000000000001,0.8999999999999999,1.0,1.0,1.2,1.008
17,Nicolas,Pépé,1,0.0,0.8,0.1,0.325,0.4,0.58,0.5519999999999999,0.0,0.4,0.05,0.2,0.24,0.3,0.328
18,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.02
20,Edward,Nketiah,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Emile,Smith Rowe,1,0.0,0.0,0.2,0.325,0.44,0.38,0.45999999999999996,0.0,0.0,0.5499999999999999,1.075,1.1400000000000001,0.8733333333333333,1.384
22,Bukayo,Saka,1,1.3333333333333335,0.8,0.35000000000000003,0.675,0.54,0.76,0.736,1.3333333333333335,1.2,0.5499999999999999,0.625,0.48,0.5533333333333333,0.62
23,Gabriel,Magalhães,1,0.0,0.0,0.0,0.0,0.02,0.02666666666666667,0.024,0.0,0.0,0.0,0.0,0.0,0.02,0.012
24,Konstantinos,Mavropanos,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Mattéo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.025,0.0,0.013333333333333334,0.004
27,William,Saliba,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Ben,White,1,6.666666666666667,1.6,1.8499999999999999,2.775,2.9000000000000004,3.3333333333333335,3.02,4.0,2.1999999999999997,1.6,2.3,2.7199999999999998,2.966666666666667,2.588
466,Nuno,Varela Tavares,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
478,Albert,Sambi Lokonga,1,0.0,0.0,0.0,0.0,0.02,0.0,0.008,0.0,0.0,0.0,0.025,0.0,0.006666666666666667,0.012
