id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
1,Bernd,Leno,1,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.027999999999999997
2,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.025,0.06,0.1,0.188
3,Willian,Borges Da Silva,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Pierre-Emerick,Aubameyang,1,0.0,0.0,0.0,0.0,0.02,0.013333333333333334,0.092
5,Cédric,Soares,1,0.0,0.0,0.0,0.0,0.0,0.0,0.012
6,Alexandre,Lacazette,1,0.0,0.0,16.75,32.025,27.560000000000002,23.39333333333333,19.248
7,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.04
8,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Héctor,Bellerín,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004
10,Calum,Chambers,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008
11,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Mohamed Naser,El Sayed Elneny,1,0.0,0.0,0.0,0.0,0.0,0.04,0.064
13,Ainsley,Maitland-Niles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.012
14,Rob,Holding,1,0.0,0.0,0.0,0.0,0.02,0.04,0.064
15,Thomas,Partey,1,0.0,0.0,0.05,0.0,0.02,0.02666666666666667,0.052
16,Kieran,Tierney,1,0.0,0.0,4.3999999999999995,8.75,9.94,9.366666666666665,9.276
17,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.016
18,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008
20,Edward,Nketiah,1,0.0,0.0,0.05,0.075,0.22,0.13333333333333333,0.22
21,Emile,Smith Rowe,1,0.0,0.0,19.7,40.375,43.2,43.693333333333335,46.044000000000004
22,Bukayo,Saka,1,0.0,0.0,6.65,14.825,14.12,13.306666666666667,12.348
23,Gabriel,Magalhães,1,0.0,0.0,0.3,1.0999999999999999,1.32,2.12,3.4639999999999995
24,Konstantinos,Mavropanos,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Mattéo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.0,2.35,4.75,3.84,4.086666666666667,4.1160000000000005
27,William,Saliba,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Ben,White,1,0.0,0.0,7.249999999999999,18.725,19.46,21.16,21.279999999999998
466,Nuno,Varela Tavares,1,0.0,0.0,0.0,0.075,0.2,0.19333333333333333,0.388
478,Albert,Sambi Lokonga,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.04
530,Folarin,Balogun,1,0.0,0.0,0.0,0.075,0.02,0.10666666666666667,0.108
531,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,Karl,Hein,1,0.0,0.0,0.0,0.0,0.08,0.13999999999999999,0.232
558,Martin,Ødegaard,1,0.0,0.0,1.2,3.5749999999999997,4.06,4.806666666666667,4.952
559,Aaron,Ramsdale,1,0.0,0.0,35.05,71.775,64.8,57.4,47.508
572,Arthur,Okonkwo,1,0.0,0.0,0.05,0.0,0.04,0.04,0.092
590,Takehiro,Tomiyasu,1,0.0,0.0,4.45,8.15,7.42,8.593333333333334,9.28
28,Jed,Steer,2,0.0,0.0,1.0999999999999999,3.05,3.26,3.9600000000000004,3.852
29,Conor,Hourihane,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Emiliano,Martínez,2,0.0,0.0,0.44999999999999996,1.6,2.6,4.293333333333333,6.516
31,Björn,Engels,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Bertrand,Traoré,2,0.0,0.0,0.0,0.0,0.0,0.0,0.004
34,Morgan,Sanson,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,John,McGinn,2,0.0,0.0,0.05,0.525,0.8,1.06,1.6039999999999999
36,Kortney,Hause,2,0.0,0.0,0.0,0.0,0.0,0.0,0.016
37,Mahmoud Ahmed,Ibrahim Hassan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.004
38,Tyrone,Mings,2,0.0,0.0,0.1,1.0250000000000001,1.5599999999999998,2.6733333333333333,3.58
39,Matt,Targett,2,0.0,0.0,0.35000000000000003,1.4000000000000001,1.6199999999999999,1.9066666666666665,1.876
40,Ollie,Watkins,2,0.0,0.0,25.55,58.9,59.08,57.440000000000005,52.132
41,Marvelous,Nakamba,2,0.0,0.0,0.0,0.0,0.0,0.0,0.016
42,Anwar,El Ghazi,2,0.0,0.0,0.0,0.0,0.0,0.0,0.004
43,Emiliano,Buendía Stati,2,0.0,0.0,0.0,0.075,0.1,0.20666666666666667,0.316
44,Matthew,Cash,2,0.0,0.0,1.95,3.7249999999999996,4.14,4.166666666666666,4.263999999999999
45,Ezri,Konsa Ngoyo,2,0.0,0.0,0.1,0.5499999999999999,0.76,1.08,1.332
46,Frédéric,Guilbert,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Wesley,Moraes,2,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.016
48,Mbwana Ally,Samatta,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Keinan,Davis,2,0.0,0.0,2.0,5.125,4.0,3.8666666666666667,3.4680000000000004
50,Douglas Luiz,Soares de Paulo,2,0.0,0.0,1.6500000000000001,4.675,5.62,5.6466666666666665,3.8080000000000003
51,Jacob,Ramsey,2,0.0,0.0,0.75,2.1,2.46,2.64,2.7640000000000002
52,Ashley,Young,2,0.0,0.0,0.0,0.025,0.08,0.12666666666666665,0.13999999999999999
283,Axel,Tuanzebe,2,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.032
337,Danny,Ings,2,0.0,0.0,0.1,0.5499999999999999,0.62,1.1066666666666667,1.3559999999999999
492,Leon,Bailey,2,0.0,0.0,0.0,0.0,0.0,0.02,0.012
496,Aaron,Ramsey,2,0.0,0.0,0.0,0.0,0.0,0.02,0.07200000000000001
497,Jaden,Philogene-Bidace,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,Carney,Chukwuemeka,2,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.02
568,Cameron,Archer,2,0.0,0.0,0.25,1.075,1.04,1.4533333333333334,1.7160000000000002
596,Viljami,Sinisalo,2,0.0,0.0,0.0,0.025,0.04,0.013333333333333334,0.027999999999999997
610,Lamare,Bogarde,2,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.012
638,Tim,Iroegbunam,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,Filip,Marschall,2,0.0,0.0,0.0,0.0,0.04,0.013333333333333334,0.012
76,Pontus,Jansson,3,0.0,0.0,0.0,0.2,0.5,0.8333333333333334,1.66
77,Christian,Nørgaard,3,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.08
78,Ivan,Toney,3,0.0,0.0,2.55,7.625,8.44,9.113333333333333,10.308
79,Tariqe,Fosu-Henry,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,David,Raya Martin,3,0.0,0.0,0.05,0.475,0.5599999999999999,0.5,0.9560000000000001
81,Sergi,Canós,3,0.0,0.0,0.0,0.05,0.0,0.08666666666666667,0.168
82,Pelenda Joshua,Dasilva,3,0.0,0.0,0.0,0.0,0.0,0.0,0.004
83,Rico,Henry,3,0.0,0.0,0.05,0.35000000000000003,0.32,0.44,0.772
84,Vitaly,Janelt,3,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.02
85,Saman,Ghoddos,3,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004
86,Mathias,Jensen,3,0.0,0.0,0.0,0.0,0.0,0.02,0.02
87,Charlie,Goode,3,0.0,0.0,0.05,0.22499999999999998,0.64,0.5333333333333333,0.724
88,Marcus,Forss,3,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.024
89,Mads,Roerslev Rasmussen,3,0.0,0.0,0.0,0.0,0.0,0.0,0.012
90,Mads,Bech Sørensen,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Ethan,Pinnock,3,0.0,0.0,0.0,0.125,0.1,0.2533333333333333,0.5720000000000001
92,Ellery,Balcombe,3,0.0,0.0,0.0,0.0,0.0,0.0,0.004
93,Jan,Zamburek,3,0.0,0.0,0.0,0.0,0.0,0.04666666666666667,0.076
94,Patrik,Gunnarsson,3,0.0,0.0,0.75,2.75,3.02,2.8400000000000003,3.1719999999999997
95,Halil,Dervişoğlu,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Bryan,Mbeumo,3,0.0,0.0,1.0999999999999999,3.225,3.74,3.913333333333333,3.9239999999999995
97,Mads,Bidstrup,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Frank,Onyeka,3,0.0,0.0,0.0,0.0,0.0,0.0,0.02
483,Kristoffer,Ajer,3,0.0,0.0,0.0,0.0,0.0,0.02,0.044000000000000004
498,Dominic,Thompson,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Shandon,Baptiste,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,Yoane,Wissa,3,0.0,0.0,0.0,0.0,0.0,0.0,0.008
556,Álvaro,Fernández,3,0.0,0.0,0.15,0.25,0.64,0.7066666666666667,0.808
569,Finley,Stevens,3,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.027999999999999997
594,Mathias,Jorgensen,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Paris,Maghoma,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,Matthew,Cox,3,0.0,0.0,0.0,0.0,0.0,0.02,0.016
628,Maxwell,Haygarth,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Nathan,Young-Coombes,3,0.0,0.0,0.15,0.44999999999999996,0.48,0.66,0.804
53,Adam,Lallana,4,0.0,0.0,0.0,0.0,0.0,0.0,0.012
54,Jason,Steele,4,0.0,0.0,3.1,8.95,9.32,9.846666666666666,7.696
55,Pascal,Groß,4,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.012
56,Shane,Duffy,4,0.0,0.0,1.55,5.65,5.92,7.5600000000000005,10.116
57,Davy,Pröpper,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Dan,Burn,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Lewis,Dunk,4,0.0,0.0,0.0,0.075,0.1,0.24,0.5
60,Solomon,March,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Adam,Webster,4,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008
62,Joël,Veltman,4,0.0,0.0,0.15,0.35000000000000003,0.44,0.3466666666666667,0.488
63,Neal,Maupay,4,0.0,0.0,0.2,0.75,1.04,1.58,2.2720000000000002
64,Leandro,Trossard,4,0.0,0.0,0.0,0.0,0.12,0.19333333333333333,0.292
65,Mathew,Ryan,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Alireza,Jahanbakhsh,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Bernardo,Fernandes Da Silva Junior,4,0.0,0.0,0.0,0.0,0.0,0.0,0.004
69,Robert,Sánchez,4,0.0,0.0,5.800000000000001,18.475,22.74,26.3,28.896
70,Yves,Bissouma,4,0.0,0.0,0.6,2.0,3.0,3.6999999999999997,5.04
71,Tariq,Lamptey,4,0.0,0.0,3.0,4.324999999999999,3.52,3.56,3.1919999999999997
72,Aaron,Connolly,4,0.0,0.0,0.0,0.025,0.0,0.006666666666666667,0.008
73,Steven,Alzate,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Alexis,Mac Allister,4,0.0,0.0,0.0,0.0,0.0,0.0,0.004
75,Jakub,Moder,4,0.0,0.0,0.05,0.05,0.08,0.16,0.196
447,Danny,Welbeck,4,0.0,0.0,0.0,0.0,0.0,0.0,0.004
462,Enock,Mwepu,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Kjell,Scherpen,4,0.0,0.0,0.0,0.0,0.0,0.0,0.004
500,Florin,Andone,4,0.0,0.0,0.0,0.0,0.0,0.0,0.004
535,Andi,Zeqiri,4,0.0,0.0,0.0,0.0,0.0,0.0,0.016
536,Michal,Karbownik,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Taylor,Richards,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,Moisés,Caicedo,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Haydon,Roberts,4,0.0,0.0,0.0,0.025,0.0,0.0,0.008
584,Marc,Cucurella,4,0.0,0.0,0.05,0.27499999999999997,0.22,0.33333333333333337,0.5
595,Jürgen,Locadia,4,0.0,0.0,1.4000000000000001,3.8,3.4000000000000004,2.98,2.616
612,Jeremy,Sarmiento,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,Ed,Turns,4,0.0,0.0,0.0,0.0,0.0,0.0,0.004
654,Marc,Leonard,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
