,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.0,0.05,0.475,0.48,0.6533333333333333,0.9079999999999999
freehit,0.0,0.0,1.3,5.1,5.7,6.94,8.268
bboost,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.032
3xc,0.0,0.0,0.0,0.025,0.02,0.06666666666666667,0.12
