,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.2,1.35,1.775,1.52,1.8800000000000001,1.856
freehit,4.0,1.6,1.9,1.95,2.42,3.6533333333333333,4.872
bboost,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.027999999999999997
3xc,0.0,0.6,0.05,0.125,0.12,0.21333333333333335,0.156
