,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,3.2,1.7500000000000002,1.3,1.6,1.9266666666666667,2.7560000000000002
freehit,1.3333333333333335,3.4000000000000004,0.8500000000000001,0.95,0.76,0.6266666666666667,1.016
bboost,1.3333333333333335,1.6,0.65,0.27499999999999997,0.26,0.24,0.372
3xc,0.0,0.8,0.35000000000000003,0.44999999999999996,0.36,0.35333333333333333,0.4
